,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
82,RNOCMYVU,FR8184642560348099948872816,MY,Compañía  LDE S.L.N.E,Valencia,0,Compañía LDE S.L.N.E
83,BQICLRFE,GB97DHJC12768243693088,LR,Hermighausen KGaA Pvt Ltd,Warendorf Germany,1,Hermighausen KGaA
84,BQICLRFE,GB97DHJC12768243693088,LR,Weinhage e.G. SA,,1,Weinhage e.G.
85,BQICLRFE,GB97DHJC12768243693088,LR,Kroker,,1,Kroker
86,RHCTNIJE,NL11IHAT8028024138,NI,"Williamson, Clark Inds Ross",,0,"Williamson, Clark and Ross"
87,NTGVSDFZ,GB08LQZX13047987988904,SD,Cavalcanti Cilea SPA,,0,Cavalcanti-Cilea SPA
88,KFHKPAMT,GB84RPWC19013834450758,PA,Royal Charon,,1,Royal Charon
89,KFHKPAMT,GB84RPWC19013834450758,PA,de Jonge & van Laon,Netherlands,1,de Jonge & van Laon
90,GZHSROEW,GB26SZYY00095538443772,RO,Anderson and Sons,,1,Anderson and Sons
91,GZHSROEW,GB26SZYY00095538443772,RO,Bradshaw Ltd,,1,Bradshaw Ltd
92,GZHSROEW,GB26SZYY00095538443772,RO,Chadwick-Watson,,1,Chadwick-Watson
93,GZHSROEW,GB26SZYY00095538443772,RO,"Moore, Howell and Wilson",,1,"Moore, Howell and Wilson"
94,SIHLETCR,IT06J8789755096234148831860,ET,Vallée S.D.F,France,0,Vallée
95,DRISMMPQ,DE88169833843996836610,MM,"Pearce, Robinson Inds Newton",,1,"Pearce, Robinson and Newton"
96,DRISMMPQ,DE88169833843996836610,MM,Holloway-Woodward,,1,Holloway-Woodward
97,WQUOGTGV,IT49I3534030056169218854377,GT,"Pearson, Richards and Brown",,1,"Pearson, Richards and Brown"
98,WQUOGTGV,IT49I3534030056169218854377,GT,Phillips-Taylor,,1,Phillips-Taylor
99,KMTXKEQK,NL33WFMK0415516365,KE,"Shields, Jenkins Ind.  Reed",,0,"Shields, Jenkins and Reed"
100,TYMPLITO,ES4925272070087784235438,LI,Despacho Pinto,"Pasaje de Anastasio Gallardo 4 Piso 17100,ontevedra Spain",1,Despacho Pinto S.A.
101,TYMPLITO,ES4925272070087784235438,LI,Trinidad Benavent Ribera S.A.,Spain,1,Trinidad Benavent Ribera S.A.
102,TYMPLITO,ES4925272070087784235438,LI,Aliaga y  Bayona S.Com.,,1,Aliaga y Bayona S.Com.
103,GYAFCISH,GB45QUQH97018515173177,CI,"Nixon, Price and Campbell",,1,"Nixon, Price and Campbell"
104,GYAFCISH,GB45QUQH97018515173177,CI,"Howe,Richardson",,1,Howe-Richardson
105,GYAFCISH,GB45QUQH97018515173177,CI,Dodd-Harrison,Melanie courts  South Paultown  GB,1,Dodd-Harrison
106,GYAFCISH,GB45QUQH97018515173177,CI,Green-Williams,,1,Green-Williams
107,FDFIMYLQ,GB30BUKX12563364005462,MY,Heinz-Löchel.  GmbH,,0,Heinz Löchel GmbH
108,MVJUALQ2,GB34GJOA78137109754193,AL,Cook,,1,Cook LLC
109,MVJUALQ2,GB34GJOA78137109754193,AL,Iqbal Inc,East Lesley,1,Iqbal Inc
110,MVJUALQ2,GB34GJOA78137109754193,AL,Lee LLC,West Bernard United Kingdom,1,Lee LLC
111,MVJUALQ2,GB34GJOA78137109754193,AL,Ford Group S.a.,,1,Ford Group
112,IIIAJMFH,ES1414244814630581656151,JM,Tresoldi-e.figli,Incrcio Gianluca/Colle Di Fuori,0,Tresoldi e figli
113,BMACTZBE,GB68XFUP50085822498863,TZ,"Koninklijke,van. Suinvorde",Raviring  SchipholSchiphol NL,0,Koninklijke van Suinvorde
114,YQYPSVTR,IT90M8435675284079859108926,SV,Campos S/A,,1,Campos S/A
115,YQYPSVTR,IT90M8435675284079859108926,SV,Freitas,,1,Freitas
116,JGUMUABK,IT20Q8337984228503450676921,UA,Henschel Seifert GmbH & Co. KG,,1,Henschel Seifert GmbH & Co. KG
117,JGUMUABK,IT20Q8337984228503450676921,UA,Harloff Rosenow Stiftung & Co. KGaA,,1,Harloff Rosenow Stiftung & Co. KGaA
118,JGUMUABK,IT20Q8337984228503450676921,UA,Hendriks AG,,1,Hendriks AG
119,JGUMUABK,IT20Q8337984228503450676921,UA,Thanel,,1,Thanel
120,BDGOSOWG,NL36KGON6680287169,SO,Harris Inds. Sons,,0,Harris and Sons
121,ADJWCCIS,ES2805664662594716978890,CC,R-nner,,0,Renner
122,RDPEVESA,ES3679170717487193837515,VE,Lattuada Sommaruga e figli Comp.,,1,Lattuada-Sommaruga e figli
123,RDPEVESA,ES3679170717487193837515,VE,"Flaiano, Cugia e Bodoni",,1,"Flaiano, Cugia e Bodoni s.r.l."
124,KPVDLKHR,GB65HTAD99585234575614,LK,Ortega-Inc,,1,Ortega Inc
125,KPVDLKHR,GB65HTAD99585234575614,LK,Martin-Cowan,,1,Martin-Cowan
126,WUHXDEOD,IT85W8068895933551942232886,DE,Desarrollo Alcázar S.A.,,1,Desarrollo Alcázar S.A.
127,WUHXDEOD,IT85W8068895933551942232886,DE,Calatayud y Tenorio S.Com.,,1,Calatayud y Tenorio S.Com.
128,WUHXDEOD,IT85W8068895933551942232886,DE,Suministros Sotelo,,1,Suministros Sotelo S.A.
129,WUHXDEOD,IT85W8068895933551942232886,DE,Grupo  Cañete,,1,Grupo Cañete S.L.L.
130,CDJIMMOS,DE05026323595161132291,MM,Souza,89721-416 da Mota Virgínia,1,Souza
131,CDJIMMOS,DE05026323595161132291,MM,Silva - ME,"Residencial Moreira PI,CarmoPI Brazil",1,Silva - ME
132,MKNQMFK2,GB52CESO82613291804874,MF,Schuchhardt,,1,Schuchhardt
133,MKNQMFK2,GB52CESO82613291804874,MF,Johann Binner GmbH & Co. KGaA,,1,Johann Binner GmbH & Co. KGaA
134,MKNQMFK2,GB52CESO82613291804874,MF,Walter Möchlichen GmbH,,1,Walter Möchlichen GmbH
135,MKNQMFK2,GB52CESO82613291804874,MF,Junken OHG mbH,Hannover  Yvette-Roskoth-Weg Hannover,1,Junken OHG mbH
136,NAUFDMTY,GB57JXJW79208884418833,DM,Transportes Clemente y asociados SAS,51639/Jaén,0,Transportes Clemente y asociados S.A.
137,XAMCCHOQ,ES2975250158711810656682,CH,Talleres Oliver S.Com.,,0,Talleres Oliver S.Com.
138,LTDSKENW,GB63KNCQ42624021982358,KE,Ruppert GmbH Comp./KG,,0,Ruppert GmbH & Co. KG
139,AACOHUM2,NL32IJXF2251891149,HU,"Lynch, Dixon and Brooks",&  && &,1,"Lynch, Dixon and Brooks"
140,AACOHUM2,NL32IJXF2251891149,HU,Baker and Sons,,1,Baker and Sons
141,AACOHUM2,NL32IJXF2251891149,HU,"Jones, Roberts",,1,"Jones, Roberts and Atkins"
142,AACOHUM2,NL32IJXF2251891149,HU,"Fisher, Baker and Matthews",Port Gail United Kingdom,1,"Fisher, Baker and Matthews"
143,PVLUMMAC,GB42DUJV60626000144802,MM,Charpentier Laine et Fils,,1,Charpentier Laine et Fils
144,PVLUMMAC,GB42DUJV60626000144802,MM,Gomez  S.d.f.,,1,Gomez
145,PVLUMMAC,GB42DUJV60626000144802,MM,Lopez Munoz,,1,Lopez Munoz S.A.S.
146,PVLUMMAC,GB42DUJV60626000144802,MM,Huet S.A.S.,boulevard de Guilbert 895 Parent-sur-Aubry  Parent-sur-Aubry France,1,Huet S.A.S.
147,WHYVGSUV,NL86HEEY4368095776,GS,Porto Castro,,0,Porto Castro S.A.
148,CPBDMDFT,GB70TMHV18119760269272,MD,Reising Ehlert GmbH,,0,Reising Ehlert GmbH
149,YSBIHNMI,GB39AWQP05610173331099,HN,Courtois S.A. SPA,,1,Courtois S.A.
150,YSBIHNMI,GB39AWQP05610173331099,HN,Philippe Laurent SA,Reynaud France,1,Philippe Laurent SA
151,YSBIHNMI,GB39AWQP05610173331099,HN,Guérin Carlier et Fils,rue SimoneJacques854 Saint LucyVille Saint LucyVille  FR,1,Guérin Carlier et Fils
152,DIADNELN,IT31Q1675183583021768716939,NE,Comercial Bayo S.C.P,,1,Comercial Bayo S.C.P
153,DIADNELN,IT31Q1675183583021768716939,NE,Despacho FP,,1,Despacho FP S.A.
154,FXOFKYCO,DE91708882296436956186,KY,Ribeiro Morin,,0,Ribeiro Morin S.A.R.L.
155,FLYICHGQ,GB13UMBS39399099094800,CH,Manufacturas Sarmiento S.C.,,0,Manufacturas Sarmiento S.C.P
156,FCOVVEJV,ES0447027096477536161694,VE,"Reyes, Vega",United States,1,"Reyes, Vega and Jefferson"
157,FCOVVEJV,ES0447027096477536161694,VE,"Wilson,,Garner",,1,"Wilson, Garner and Monroe"
158,FCOVVEJV,ES0447027096477536161694,VE,"Mcdonald, Reed and Strong",,1,"Mcdonald, Reed and Strong"
159,FCOVVEJV,ES0447027096477536161694,VE,Gonzalez-Swanson,,1,Gonzalez-Swanson
160,DAQIAEZU,IT66K8747130005016173061530,AE,Leroux Riou et Fils,,0,Leroux Riou et Fils
161,PSVIITDF,IT20H9361270185713541328520,IT,Miller - Armstrong,,0,Miller-Armstrong
162,AVNTGYYM,GB39NDMK06872623180878,GY,Gomes.e Filhos,"Praça de Cosa,GO,Novo Das ndustrias-Brazil",0,Gomes e Filhos
163,AYRPDMTF,NL15JNWC0591901278,DM,Peacock Osborne S.a.,521 Hilary meadows/Lake Janet,1,Peacock-Osborne
164,AYRPDMTF,NL15JNWC0591901278,DM,Harris-Ingram,Walker plain 15/New Sophiemouth United Kingdom,1,Harris-Ingram
165,AYRPDMTF,NL15JNWC0591901278,DM,Mason Talbot Company,Dawn lane/Clarechester  GB,1,Mason-Talbot
166,GVFVAFSE,DE82100531677133857290,AF,Albers Kranz Stiftung & Co. KGaA,Rathenow,1,Albers Kranz Stiftung & Co. KGaA
167,GVFVAFSE,DE82100531677133857290,AF,Preiß,,1,Preiß
168,GVFVAFSE,DE82100531677133857290,AF,Schmidt AG,,1,Schmidt AG
169,GVFVAFSE,DE82100531677133857290,AF,Geisel Tschentscher AG,,1,Geisel Tschentscher AG
170,JORNMESA,ES9216981005697547055990,ME,Koninklijke Hagendoorn,,1,Koninklijke Hagendoorn
171,JORNMESA,ES9216981005697547055990,ME,Unilever -,,1,Unilever
172,QOUYAEXL,GB18ECGB32291163225365,AE,Duarte Co,85013262 Campos Vila São Rafael,0,Duarte
173,BHFTCCQZ,NL89COCT7755173760,CC,Bridges LLC,Jones Path Suite 511-738 91197  South Ian  (MD) United States,1,Bridges LLC
174,BHFTCCQZ,NL89COCT7755173760,CC,"Molina, Haley Inds. Brown",,1,"Molina, Haley and Brown"
175,ZZQVDZFO,DE25997631519481803398,DZ,Wagn - r,. ...,1,Wagner
176,ZZQVDZFO,DE25997631519481803398,DZ,Sauer,,1,Sauer
177,XGUFESZA,NL80BNAD7177954887,ES,Bennett PLC,,1,Bennett PLC
178,XGUFESZA,NL80BNAD7177954887,ES,Thomas-Hussain,,1,Thomas-Hussain
179,XGUFESZA,NL80BNAD7177954887,ES,Johnson PLC,,1,Johnson PLC
180,XGUFESZA,NL80BNAD7177954887,ES,Bailey- Schofield,,1,Bailey-Schofield
181,FLWJTGAF,GB44SJHX22448980327241,TG,Sommaruga  S.R.L. Company,San Pietro Samolaco,1,Sommaruga s.r.l.
182,FLWJTGAF,GB44SJHX22448980327241,TG,"Sordi, Totino e Lopresti SA",,1,"Sordi, Totino e Lopresti SPA"
183,FLWJTGAF,GB44SJHX22448980327241,TG,Giacconi Tartaglia SPA,,1,Giacconi-Tartaglia SPA
184,KLZMBLQG,ES5949704244046050283521,BL,Bembo Lovato Group S.c,,0,Bembo-Lovato Group
185,OFJYMUK2,GB88PPJU08570052601432,MU,Blondel  S.D.F.,,0,Blondel
186,ZWXRBEBS,GB53MEOU70896708123205,BE,Pascuala Bastida Viña S.Com.,,1,Pascuala Bastida Viña S.Com.
187,ZWXRBEBS,GB53MEOU70896708123205,BE,Viana y Salmerón S.C,"Acceso Ale Olmedo  51242,Jaé,Spain",1,Viana y Salmerón S.C.P
188,ZWXRBEBS,GB53MEOU70896708123205,BE,Llobet y Chico S.Com.,** *,1,Llobet y Chico S.Com.
189,OELOGGWX,NL21JWNI3892019135,GG,"Campanella, Cimarosa e Magnani SRL",,0,"Campanella, Cimarosa e Magnani s.r.l."
190,QTZXDOHN,NL06UIBH9987339676,DO,Desarrollo MGRT S.L.,,1,Desarrollo MGRT S.L.
191,QTZXDOHN,NL06UIBH9987339676,DO,Grupo Gallart S.Com.,,1,Grupo Gallart S.Com.
192,RRMGZWOE,NL87FZKY8309860092,ZW,"Harrison, Coleman Ind. Wilkins",,0,"Harrison, Coleman and Wilkins"
193,KYFFBBFU,GB28QMAM67272915865765,BB,Smith-Morris,/// /,1,Smith-Morris
194,KYFFBBFU,GB28QMAM67272915865765,BB,"Power, Warren and Hewitt",Timothyport,1,"Power, Warren and Hewitt"
195,KYFFBBFU,GB28QMAM67272915865765,BB,"Macdonald,- Baker Industries Smith",Lynch heights  299  ChristianfortUnited Kingdom,1,"Macdonald, Baker and Smith"
196,KEFBTMVU,GB55QTEF75941311283216,TM,Parpinel s.r.l.,,0,Parpinel s.r.l.
197,QZHDMVYN,DE17116087506827166967,MV,Murray  Jones Corp,,0,Murray-Jones
198,ODJJHTY2,GB19UGTU12395016063975,HT,Contreras y asociados S.Coop.,Burgos Spain,1,Contreras y asociados S.Coop.
199,ODJJHTY2,GB19UGTU12395016063975,HT,Fernanda Calzada Arana S.L.N.E,,1,Fernanda Calzada Arana S.L.N.E
200,ODJJHTY2,GB19UGTU12395016063975,HT,Logística Simó S.c,Zaragoza Spain,1,Logística Simó S.C.P
201,ODJJHTY2,GB19UGTU12395016063975,HT,Hnos Reyes S.L.L.,,1,Hnos Reyes S.L.L.
