BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
JVGKRUOI,DE49807385397780427914,RU,Comercial OJR S.A.,,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial OJR SAS,,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial  OJR,29261  Madrid,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial OJR SAS,29261  Callejón Conrado Zamorano 56 Puerta  Madrid,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial OJR S.a.s.,,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial OJR,Callejón Conrado Zamorano 56 Puerta  29261  Madrid Spain,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial.OJR,,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial.OJR S.C.,,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial OJR,,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial  OJR,,0,Comercial OJR S.A.
JVGKRUOI,DE49807385397780427914,RU,Comercial OJR,"Callejón Conado Zamorano 56 Puerta,29261 Madrid/Spain",0,Comercial OJR S.A.
LJUDGLFS,GB50DJSC42595753691570,GL,Thomas Inc,Meganstad US,1,Thomas Inc
LJUDGLFS,GB50DJSC42595753691570,GL,Smith and Sons,,1,Smith and Sons
LJUDGLFS,GB50DJSC42595753691570,GL,Smith,,1,Smith and Sons
LJUDGLFS,GB50DJSC42595753691570,GL,Smith Industries Sons,.  .,1,Smith and Sons
LJUDGLFS,GB50DJSC42595753691570,GL,"Huber, Mcconnell and Mitchell",,1,"Huber, Mcconnell and Mitchell"
LJUDGLFS,GB50DJSC42595753691570,GL,"Huber,-  Mcconnell",,1,"Huber, Mcconnell and Mitchell"
LJUDGLFS,GB50DJSC42595753691570,GL,"Huber, Mcconnell",Betty Row  496 57880 Welchfurt  United States,1,"Huber, Mcconnell and Mitchell"
LJUDGLFS,GB50DJSC42595753691570,GL,"Huber, Mcconnell",57880 Welchfurt,1,"Huber, Mcconnell and Mitchell"
LJUDGLFS,GB50DJSC42595753691570,GL,"Huber, Mcconnell","496,Betty Row/WelchfurtID  57880",1,"Huber, Mcconnell and Mitchell"
CPJXDOKS,ES7037609280311309918920,DO,Schlosser,,0,Schlosser
CPJXDOKS,ES7037609280311309918920,DO,Schlosser SAS,"Bischofswerda Marcel-Gröttner-Platz,Bischofswerda",0,Schlosser
CPJXDOKS,ES7037609280311309918920,DO,Schlosser,,0,Schlosser
BPPTKRRD,ES9870290630098139122073,KR,Correia,_ ___,0,Correia
BPPTKRRD,ES9870290630098139122073,KR,Correia,,0,Correia
BPPTKRRD,ES9870290630098139122073,KR,Correia,,0,Correia
BPPTKRRD,ES9870290630098139122073,KR,Correia,Residencial Ana Clara Rocha/RRGrotinha-(RR) BR,0,Correia
BPPTKRRD,ES9870290630098139122073,KR,Correia,,0,Correia
BPPTKRRD,ES9870290630098139122073,KR,Correia,07468-002 Sales do GalhoGrotinha,0,Correia
BPPTKRRD,ES9870290630098139122073,KR,Correia,Residencial Ana Clara Rocha/95-Grotinha  07468-002 Sales do Galho RR,0,Correia
BJTNBFGV,DE70339954832689372408,BF,Talleres Escolano S.A.,15597 Baleares,0,Talleres Escolano S.A.
BJTNBFGV,DE70339954832689372408,BF,Talleres Escolano SAS,"15597,Pasaje Reyes Beltrán 71 Apt.Baleares",0,Talleres Escolano S.A.
BJTNBFGV,DE70339954832689372408,BF,Talleres Escolano S.a.,Baleares Spain,0,Talleres Escolano S.A.
BJTNBFGV,DE70339954832689372408,BF,Talleres Escolano,,0,Talleres Escolano S.A.
BJTNBFGV,DE70339954832689372408,BF,Talleres Escolano S.p.A.,,0,Talleres Escolano S.A.
ATAYERUR,DE11338122282306243463,ER,Giammusso-Busoni s.r.l.,,1,Giammusso-Busoni s.r.l.
ATAYERUR,DE11338122282306243463,ER,Salvemini s.r.l.,Borgo PasqualAppartamento 0 Zelarino  (VE)IT,1,Salvemini s.r.l.
SUICAMHJ,DE63955931125228481680,AM,"Brancaccio, Praga e Ruggieri Group",,1,"Brancaccio, Praga e Ruggieri Group"
SUICAMHJ,DE63955931125228481680,AM,Chechi-Liverotti SPA,,1,Chechi-Liverotti SPA
SUICAMHJ,DE63955931125228481680,AM,"Bodoni, Aloisio e Tropea s.r.l.",,1,"Bodoni, Aloisio e Tropea s.r.l."
SUICAMHJ,DE63955931125228481680,AM,"Bodoni,,Aloisio e Tropea S r l",Strada Mario/Piano 9Bagnolo PiemnteCNItali,1,"Bodoni, Aloisio e Tropea s.r.l."
SUICAMHJ,DE63955931125228481680,AM,"Bodoni,.Aloisio e Tropea S.r.L",,1,"Bodoni, Aloisio e Tropea s.r.l."
SUICAMHJ,DE63955931125228481680,AM,"Bodoni, Aloisio  e Tropea SRL",,1,"Bodoni, Aloisio e Tropea s.r.l."
SUICAMHJ,DE63955931125228481680,AM,"Bodoni, Aloisio e Tropea",,1,"Bodoni, Aloisio e Tropea s.r.l."
SUICAMHJ,DE63955931125228481680,AM,"Bodoni, Aloisio e Tropea S.r.l.",_ ___,1,"Bodoni, Aloisio e Tropea s.r.l."
SUICAMHJ,DE63955931125228481680,AM,"Bodoni, Aloisio e",,1,"Bodoni, Aloisio e Tropea s.r.l."
SUICAMHJ,DE63955931125228481680,AM,"Bodoni, Aloisio e .Tropea S.R.L.",Bagnolo Piemonte IT,1,"Bodoni, Aloisio e Tropea s.r.l."
SXUVTTXU,IT35J2602687862976231207749,TT,Barros,Providencia BR,0,Barros
SXUVTTXU,IT35J2602687862976231207749,TT,Barros Solutions,,0,Barros
SXUVTTXU,IT35J2602687862976231207749,TT,Barros Solutions,Providencia,0,Barros
SXUVTTXU,IT35J2602687862976231207749,TT,Barros .Sols.,,0,Barros
SXUVTTXU,IT35J2602687862976231207749,TT,Barros Solutions,,0,Barros
SXUVTTXU,IT35J2602687862976231207749,TT,Barros Solutions,Providencia,0,Barros
SXUVTTXU,IT35J2602687862976231207749,TT,Barros Sols,,0,Barros
SXUVTTXU,IT35J2602687862976231207749,TT,Barros Solutions,,0,Barros
TEWLBBCY,GB09RYUL48229007756362,BB,Lombard,,0,Lombard
TEWLBBCY,GB09RYUL48229007756362,BB,Lombard,Barthelemy-sur-Lejeune FR,0,Lombard
GHWABBPA,DE06423163554892700712,BB,Cibin e figli,,0,Cibin e figli
GHWABBPA,DE06423163554892700712,BB,Cibin e figli,,0,Cibin e figli
GHWABBPA,DE06423163554892700712,BB,Cibin e figli,,0,Cibin e figli
GHWABBPA,DE06423163554892700712,BB,Cibin  e figli,,0,Cibin e figli
GHWABBPA,DE06423163554892700712,BB,Cibin e figli,,0,Cibin e figli
GHWABBPA,DE06423163554892700712,BB,Cibin e figli,,0,Cibin e figli
GHWABBPA,DE06423163554892700712,BB,Cibin e figli,,0,Cibin e figli
GHWABBPA,DE06423163554892700712,BB,Cibin e figli,,0,Cibin e figli
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G.,,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G. S.c.a.r.l.,,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G.,,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G. S.c.a.r.l,Germany,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G. S.c.a.r.l,,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G.  S.c.a.r.l.,Siglinde-Eigenwillig-Gasse  Weimar Weimar Germany,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G.,77809/Weimar,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G..S.C.A.R.L.,Siglinde-Eigenwillig-GasseWeimar WeimaGermany,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler  e.G. S.c.a.r.l,,0,Schüler e.G.
BQTPNRBS,GB75UXJC10020843922960,NR,Schüler e.G.,,0,Schüler e.G.
RGAIYTE0,DE56056343773422557468,YT,Lane Group,,1,Lane Group
RGAIYTE0,DE56056343773422557468,YT,Li LLC,,1,Li LLC
RGAIYTE0,DE56056343773422557468,YT,Kirby PLC,,1,Kirby PLC
MBDNSMSK,FR3157834390123613080396992,SM,Dowerg Hofmann AG,,1,Dowerg Hofmann AG
MBDNSMSK,FR3157834390123613080396992,SM,Conradi,Jerzy-Renner-Ring  MagdeburgMadeburg  Germany,1,Conradi
GLGWTGK2,DE39716111979686769012,TG,"Hicks, Petersen and Palmer",,0,"Hicks, Petersen and Palmer"
GLGWTGK2,DE39716111979686769012,TG,"Hicks, Petersen",,0,"Hicks, Petersen and Palmer"
NOCYIDLK,DE59076039708165396369,ID,Melo,,0,Melo
NOCYIDLK,DE59076039708165396369,ID,Melo S r l,,0,Melo
OPHJOMFH,GB67ZECP56261648146632,OM,Rosenow Stiftung & Co. KGaA,Ina-Noack-Gasse  Pasewalk Pasewalk  DE,1,Rosenow Stiftung & Co. KGaA
OPHJOMFH,GB67ZECP56261648146632,OM,Baum OHG mbH,,1,Baum OHG mbH
OPHJOMFH,GB67ZECP56261648146632,OM,Baum OHG mbH,,1,Baum OHG mbH
OPHJOMFH,GB67ZECP56261648146632,OM,Misicher Hecker AG,,1,Misicher Hecker AG
OPHJOMFH,GB67ZECP56261648146632,OM,Misicher - Hecker AG,Erbisdorf Irmi-Weinhage-latz/Erbisdorf,1,Misicher Hecker AG
OPHJOMFH,GB67ZECP56261648146632,OM,Misicher Hecker AG,"Irmi-Weinhage-Platz Erbisdorf Erbisdorf,DE",1,Misicher Hecker AG
OPHJOMFH,GB67ZECP56261648146632,OM,Misicher Hecker AG,,1,Misicher Hecker AG
OPHJOMFH,GB67ZECP56261648146632,OM,Schmiedt,"Linkeplatz 57,94337 Bad Liebenwerda",1,Schmiedt
YSQLMHQN,NL63TSLW0145560389,MH,Hänel,,1,Hänel
YSQLMHQN,NL63TSLW0145560389,MH,Hänel S.D.F.,,1,Hänel
YSQLMHQN,NL63TSLW0145560389,MH,Rose,EggenfeldenLinkeweg  Eggenfelden,1,Rose
YSQLMHQN,NL63TSLW0145560389,MH,Rose Public Ltd.,,1,Rose
YSQLMHQN,NL63TSLW0145560389,MH,Rose PLC ,Eggenfelden Germany,1,Rose
YSQLMHQN,NL63TSLW0145560389,MH,Rosenow,,1,Rosenow
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,,0,Le Roux
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,avenue Thibaut Valentin 7 Barbedan BarbedanFrance,0,Le Roux
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,,0,Le Roux
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,,0,Le Roux
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,France,0,Le Roux
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,Barbedan France,0,Le Roux
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,avenue Thibaut Valentin/7 Barbedan Barbedan FR,0,Le Roux
CZHTITLT,GB60SFAS52664322761499,IT,Le Roux,,0,Le Roux
YOSPTKD1,NL11JBBR8344719451,TK,Booth-Singh,,1,Booth-Singh
YOSPTKD1,NL11JBBR8344719451,TK,Walsh Inc,Martynton,1,Walsh Inc
TDESNUVG,GB61HOWY40727267590479,NU,Loyens & Loeff,,1,Loyens & Loeff
TDESNUVG,GB61HOWY40727267590479,NU,Loyens. &,Staphorst NL,1,Loyens & Loeff
TDESNUVG,GB61HOWY40727267590479,NU,Loyens & Loeff,,1,Loyens & Loeff
TDESNUVG,GB61HOWY40727267590479,NU,Loyens & Loeff,,1,Loyens & Loeff
TDESNUVG,GB61HOWY40727267590479,NU,Acomo,Ouwerkerk NL,1,Acomo
TDESNUVG,GB61HOWY40727267590479,NU,Koret BV,IsabelbaanDe Goorn De Goorn-Netherlands,1,Koret BV
TDESNUVG,GB61HOWY40727267590479,NU,Qbuzz,NadineringKerkenveld Kerkenveld/Netherlands,1,Qbuzz
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris and Hunt",,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris Inds. Hunt",,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris",,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris Inds. Hunt",,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris",,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris",Paigebury GB,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris Inds. Hunt",&  & &  &,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris",,0,"Davies, Morris and Hunt"
OQZNBQLA,NL88VUFI1144898442,BQ,"Davies, Morris Inds.",Patel lane Paigebury United Kingdom,0,"Davies, Morris and Hunt"
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes S.A.,40104068 Gomes do Galho Oeste,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes,,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes,Brazil,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes,,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes,Trecho SilveiraRN-Oeste/RN BR,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes SpA,,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes,,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes S.U.,,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes S.p.A.,Oeste BR,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,Souza Fernandes SpA  ,RN Trecho Silveira  Oeste,0,Souza Fernandes S.A.
HCRYMESV,GB92KKZN55398434497151,ME,"Souza,Fernandes",,0,Souza Fernandes S.A.
BPYFZAAN,DE52144440590151460807,ZA,Volterra-Sokolov Group,Incrocio Comisso-Pino 5 Cornalba/BG Italia,1,Volterra-Sokolov Group
BPYFZAAN,DE52144440590151460807,ZA,Traversa s.r.l.,Dolianova IT,1,Traversa s.r.l.
BPYFZAAN,DE52144440590151460807,ZA,Traversa,Italia,1,Traversa s.r.l.
BPYFZAAN,DE52144440590151460807,ZA,Traversa,,1,Traversa s.r.l.
BPYFZAAN,DE52144440590151460807,ZA,Traversa s.r.l. SAPA,,1,Traversa s.r.l.
BPYFZAAN,DE52144440590151460807,ZA,Traversa  s.r.l..,.  .  .,1,Traversa s.r.l.
BPYFZAAN,DE52144440590151460807,ZA,Argan s.r.l.,,1,Argan s.r.l.
KGORCDMT,IT11K5321207894339402021636,CD,Spier & van der Zijl,"Sintjohannesga,Loesring,Sintjohannesga",1,Spier & van der Zijl
KGORCDMT,IT11K5321207894339402021636,CD,Spier & van  der Zijl,Sintjohannesga,1,Spier & van der Zijl
KGORCDMT,IT11K5321207894339402021636,CD,Spier & van der,Sintjohannesga NL,1,Spier & van der Zijl
KGORCDMT,IT11K5321207894339402021636,CD,Spier & van Zijl,Loesring5 5970ZY Sintjohannesga,1,Spier & van der Zijl
KGORCDMT,IT11K5321207894339402021636,CD,Molenaar NV,,1,Molenaar NV
KGORCDMT,IT11K5321207894339402021636,CD,van der Plas & Kisman,Olterterp Matthijsbolevard-Olterterp,1,van der Plas & Kisman
KGORCDMT,IT11K5321207894339402021636,CD,van der Plas &,Oltertrp Matthijsboulevard  Oltererp,1,van der Plas & Kisman
KGORCDMT,IT11K5321207894339402021636,CD,van der Plas Kisman,"Matthijsboulevard  Olterterp/Olterterp,NL",1,van der Plas & Kisman
KGORCDMT,IT11K5321207894339402021636,CD,van der.Plas & Kisman,,1,van der Plas & Kisman
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard PLC,,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard,Brandonland US,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard,,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard,,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard- Pvt. Limited,,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard PLCC,,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard .,Brndonland,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard.,,0,Bernard PLC
OVIVTDHW,GB12LSVH43675053359870,TD,Bernard,,0,Bernard PLC
LPTFKWHU,GB23GFSX60121414712636,KW,"Leblanc, Tacchini e Sinisi e figli","Incrocio Ivan Fucine Di Ossana (TN),Italia",1,"Leblanc, Tacchini e Sinisi e figli"
LPTFKWHU,GB23GFSX60121414712636,KW,"Leblanc, Tacchini e Sinisi e/figli",Fucine Di Ossana,1,"Leblanc, Tacchini e Sinisi e figli"
LPTFKWHU,GB23GFSX60121414712636,KW,Badoer Group,,1,Badoer Group
LPTFKWHU,GB23GFSX60121414712636,KW,Badoer  Gr.,Brescia IT,1,Badoer Group
TKTTBBYW,GB05EQKD02751662122666,BB,Rodrigues da Cruz e Filhos,,1,Rodrigues da Cruz e Filhos
TKTTBBYW,GB05EQKD02751662122666,BB,Rodrigues.S.a Cruz e,,1,Rodrigues da Cruz e Filhos
TKTTBBYW,GB05EQKD02751662122666,BB,Rodrigues S.A Cruz e Filhos,,1,Rodrigues da Cruz e Filhos
TKTTBBYW,GB05EQKD02751662122666,BB,Cardoso S.A.,,1,Cardoso S.A.
TKTTBBYW,GB05EQKD02751662122666,BB,Barbosa,,1,Barbosa
OZBBSJKL,NL61RSPZ8768604219,SJ,Alves Nunes - EI,,0,Alves Nunes - EI
OZBBSJKL,NL61RSPZ8768604219,SJ,Alves Nunes/  EI Ind.,,0,Alves Nunes - EI
OZBBSJKL,NL61RSPZ8768604219,SJ,Alves Nunes   EI Inds.,Brazil,0,Alves Nunes - EI
OZBBSJKL,NL61RSPZ8768604219,SJ,Alves Nunes   EI,Antonio Ribeiro De Abreu 1ª Seção Brazil,0,Alves Nunes - EI
OZBBSJKL,NL61RSPZ8768604219,SJ,Alves Nunes/  EI Inds.,SP Condomínio Mendes  Antonio Ribeiro De Abreu 1ª Seção,0,Alves Nunes - EI
OZBBSJKL,NL61RSPZ8768604219,SJ,Alves Nunes   EI,,0,Alves Nunes - EI
OZBBSJKL,NL61RSPZ8768604219,SJ,Alves Nunes  -  EI Inds.,Condomínio Mendes SP/Antonio Ribeiro De Areu 1ª Seção/(SP) Brazil,0,Alves Nunes - EI
ZMJIMTYL,IT19W9645368556367808960572,MT,Fernandes,,1,Fernandes
ZMJIMTYL,IT19W9645368556367808960572,MT,Mendes S/A,,1,Mendes S/A
ZMJIMTYL,IT19W9645368556367808960572,MT,Mendes,,1,Mendes S/A
ZMJIMTYL,IT19W9645368556367808960572,MT,Mendes .S.P.A.,68530901 Novaes da Prata  Pedreira Padro Lopes,1,Mendes S/A
ZMJIMTYL,IT19W9645368556367808960572,MT,Mendes S.a.,,1,Mendes S/A
ZMJIMTYL,IT19W9645368556367808960572,MT,Mendes SPA,"68530901 Novaes da Prata,Pedreira Padro Lopes",1,Mendes S/A
NZBDFOBR,GB09WPIE46923019306226,FO,Pearson-Diaz,East Benjamin United States,0,Pearson-Diaz
NZBDFOBR,GB09WPIE46923019306226,FO,Pearson Diaz,East Benjamin,0,Pearson-Diaz
PQHMPWGU,GB72YEHT13550606220449,PW,Dupuis,Garnier-la-Forêt Franc,1,Dupuis
PQHMPWGU,GB72YEHT13550606220449,PW,Dupuis Società per Azioni,,1,Dupuis
PQHMPWGU,GB72YEHT13550606220449,PW,Dupuis Società per Azioni,France,1,Dupuis
PQHMPWGU,GB72YEHT13550606220449,PW,Normand,France,1,Normand
PQHMPWGU,GB72YEHT13550606220449,PW,Garnier,/,1,Garnier
WILYCUUT,DE42852021380129386419,CU,Servicios Iberia S.L.,,1,Servicios Iberia S.L.
WILYCUUT,DE42852021380129386419,CU,Hermanos Heredia S.Com.,,1,Hermanos Heredia S.Com.
MNNVAGY0,IT26X9755150383821026029698,AG,Jacquet Da Silva S.A.R.L.,avenue de Chauvin Saint Lucie-sur-Mer  Saint Lucie-sur-Mer-FR,1,Jacquet Da Silva S.A.R.L.
MNNVAGY0,IT26X9755150383821026029698,AG,Carre,,1,Carre
TYPLFRPU,GB02GSXP92915043672925,FR,Fox-Foster,North Abdul GB,1,Fox-Foster
TYPLFRPU,GB02GSXP92915043672925,FR,"Woods, Turner and Young",W2 9JY-Ellieshire,1,"Woods, Turner and Young"
TYPLFRPU,GB02GSXP92915043672925,FR,Hill Group,*,1,Hill Group
TYPLFRPU,GB02GSXP92915043672925,FR,"Bennett, Evans and Begum",,1,"Bennett, Evans and Begum"
TYPLFRPU,GB02GSXP92915043672925,FR,"Bennett, Evans Inds",,1,"Bennett, Evans and Begum"
RGCBBSXK,NL46KBFO3719366147,BS,"Owens, Cruz and Ayala","32360 90099,Johnny Glens Suite 159 Jacksontown",0,"Owens, Cruz and Ayala"
RGCBBSXK,NL46KBFO3719366147,BS,"Owens, Cruz",,0,"Owens, Cruz and Ayala"
RGCBBSXK,NL46KBFO3719366147,BS,"Owens, Cruz Ind. Ayala",,0,"Owens, Cruz and Ayala"
RGCBBSXK,NL46KBFO3719366147,BS,"Owens, Cruz Inds. Ayala","Johnny Glens Suite 159/3236 90099  JacksontownWV,United States",0,"Owens, Cruz and Ayala"
RGCBBSXK,NL46KBFO3719366147,BS,"Owens, Cruz Ayala",,0,"Owens, Cruz and Ayala"
IJQFKPAW,FR5611903541667225140624561,KP,Smith-Griffiths,,1,Smith-Griffiths
IJQFKPAW,FR5611903541667225140624561,KP,"Lane, Hill and Blake",3 Parsons shore Lake StevenRG59 4RS,1,"Lane, Hill and Blake"
IJQFKPAW,FR5611903541667225140624561,KP,"Evans, Begum and Clark",E5J 2Y Port Christine,1,"Evans, Begum and Clark"
IJQFKPAW,FR5611903541667225140624561,KP,"Evans, Begum  Inds. Clark",,1,"Evans, Begum and Clark"
IJQFKPAW,FR5611903541667225140624561,KP,"Evans, Begum",,1,"Evans, Begum and Clark"
IJQFKPAW,FR5611903541667225140624561,KP,"Evans, Begum",,1,"Evans, Begum and Clark"
IJQFKPAW,FR5611903541667225140624561,KP,"Evans, Begum Inds Clark",19-Martin run Port Christine,1,"Evans, Begum and Clark"
IJQFKPAW,FR5611903541667225140624561,KP,"Evans, Begum-Ind. Clark","Martin run,19 Port hristine-GB",1,"Evans, Begum and Clark"
IJQFKPAW,FR5611903541667225140624561,KP,Thomas LLC,Brownberg,1,Thomas LLC
FCGKBGOX,IT39E6419213888331554476053,BG,Johnson-Wise,United States,1,Johnson-Wise
FCGKBGOX,IT39E6419213888331554476053,BG,Pace PLC,United States,1,Pace PLC
FCGKBGOX,IT39E6419213888331554476053,BG,Pace/P.L.C. S.a.s,86999  West Tomasside,1,Pace PLC
FCGKBGOX,IT39E6419213888331554476053,BG,Pace,,1,Pace PLC
FCGKBGOX,IT39E6419213888331554476053,BG,Allen and Sons,,1,Allen and Sons
IBUYPKTD,FR9750326913836226870201065,PK,Knappe AG & Co. OHG,,0,Knappe AG & Co. OHG
IBUYPKTD,FR9750326913836226870201065,PK,Knappe AG &,Juergen-Gierschner-Ring/Lübz-LübzGermany,0,Knappe AG & Co. OHG
IBUYPKTD,FR9750326913836226870201065,PK,Knappe AG  & Co.,,0,Knappe AG & Co. OHG
IBUYPKTD,FR9750326913836226870201065,PK,Knappe AG  &,,0,Knappe AG & Co. OHG
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren, Pratt and Robinson",Nortonborough GB,0,"Warren, Pratt and Robinson"
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren, Pratt Inds",,0,"Warren, Pratt and Robinson"
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren, Pratt",Gavin route Nortonborough,0,"Warren, Pratt and Robinson"
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren, Pratt Inds. Robinson",United Kingdom,0,"Warren, Pratt and Robinson"
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren, Pratt Inds. Robinson",,0,"Warren, Pratt and Robinson"
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren,. Pratt Industries",,0,"Warren, Pratt and Robinson"
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren,/Pratt Inds Robinson",,0,"Warren, Pratt and Robinson"
VGIMMQCZ,IT49P4683147464369329343223,MQ,"Warren, Pratt Ind.",,0,"Warren, Pratt and Robinson"
HBXLIOOO,NL17QOCJ9739919129,IO,Tata Steel,,0,Tata Steel
HBXLIOOO,NL17QOCJ9739919129,IO,Tata Steel,,0,Tata Steel
HBXLIOOO,NL17QOCJ9739919129,IO,Tata Steel,,0,Tata Steel
HBXLIOOO,NL17QOCJ9739919129,IO,Tata Steel,,0,Tata Steel
HBXLIOOO,NL17QOCJ9739919129,IO,Tata Steel,,0,Tata Steel
HBXLIOOO,NL17QOCJ9739919129,IO,Tata Steel,Nijeholtwolde  Florianstraat Nijholtwolde,0,Tata Steel
