BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,,1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,Woudbloem,1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,Jurrepad-88 7776 GEWoudbloem,1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,,1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,,1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,Woudbloem Jurrepad-Woudbloem,1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,"Jurrepad Woudbloem Woudbloem,Ntherlands",1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Royal Geerling,,1,Royal Geerling
NCKVKIBH,GB52DAPU29144932032157,KI,Koninklijke van Herstal,Ell NL,1,Koninklijke van Herstal
NCKVKIBH,GB52DAPU29144932032157,KI,Koninklijke van Herstal,Ell Netherlands,1,Koninklijke van Herstal
VGHSSBG1,GB77STQP20170191289548,SB,"Rosselli, Prodi e Chigi SPA",,1,"Rosselli, Prodi e Chigi SPA"
VGHSSBG1,GB77STQP20170191289548,SB,"Scaduto, Volterra e Gianvecchio Group",,1,"Scaduto, Volterra e Gianvecchio Group"
SMMKUML1,GB60CUCY20626005855082,UM,"Moore, Owen and Henderson",,0,"Moore, Owen and Henderson"
SMMKUML1,GB60CUCY20626005855082,UM,"Moore, Owen Industries Henderson",,0,"Moore, Owen and Henderson"
SMMKUML1,GB60CUCY20626005855082,UM,"Moore, Owen.Inds Henderson",East Melissaside,0,"Moore, Owen and Henderson"
SMMKUML1,GB60CUCY20626005855082,UM,"Moore, Owen Henderson",,0,"Moore, Owen and Henderson"
SMMKUML1,GB60CUCY20626005855082,UM,"Moore, Owen Ind. - Henderson",,0,"Moore, Owen and Henderson"
SMMKUML1,GB60CUCY20626005855082,UM,"Moore, Owen Henderson",,0,"Moore, Owen and Henderson"
BSUZALZA,GB91WIGE91397436452462,AL,Construcción Bermúdez S.Com.,"Alameda de Onofre Jordá,23377 Almería Spain",1,Construcción Bermúdez S.Com.
BSUZALZA,GB91WIGE91397436452462,AL,Construcción Bermúdez,,1,Construcción Bermúdez S.Com.
BSUZALZA,GB91WIGE91397436452462,AL,Grupo Lobo S.L.,,1,Grupo Lobo S.L.
BSUZALZA,GB91WIGE91397436452462,AL,Grupo Lobo-SA,,1,Grupo Lobo S.L.
BSUZALZA,GB91WIGE91397436452462,AL,Grupo Lobo S.C,Santa Cruz de Tenerife,1,Grupo Lobo S.L.
BSUZALZA,GB91WIGE91397436452462,AL,Grupo  Lobo,Paseo e Glauco Céspedes 8 Piso/36353-Santa Crz de Tenerife/Spain,1,Grupo Lobo S.L.
BSUZALZA,GB91WIGE91397436452462,AL,Grupo Lobo S.C.,Santa Cruz de Tenerife Spain,1,Grupo Lobo S.L.
BSUZALZA,GB91WIGE91397436452462,AL,Grupo Lobo S.C.,,1,Grupo Lobo S.L.
BSUZALZA,GB91WIGE91397436452462,AL,Grupo Lobo S.C.,Santa Cruz de Tenerife Span,1,Grupo Lobo S.L.
WWYUHRZR,IT33Y1103171678498562805901,HR,Hermighausen GbR,Vinko-Jacobi Jäckel-Gasse  Saarlouis/Saarlouis-Germany,0,Hermighausen GbR
WWYUHRZR,IT33Y1103171678498562805901,HR,Hermighausen - GbR,Vinko-Jacobi Jäckel-Gasse  Saarlouis  Saarlouis Germany,0,Hermighausen GbR
WWYUHRZR,IT33Y1103171678498562805901,HR,Hermighausen GbR S.c .r l,"VinkoJacobi Jäckel-Gasse,Saarlouis,SaarlouisGermany",0,Hermighausen GbR
WWYUHRZR,IT33Y1103171678498562805901,HR,"Hermighausen,GbR S.c..r l","Vinko-Jacobi Jäckel-GasseSaarlouis,Saarlouis-Germany",0,Hermighausen GbR
WWYUHRZR,IT33Y1103171678498562805901,HR,Hermighausen-GbR/,SaarlouisVinko-Jacobi Jäckel-Gasse Saarlouis,0,Hermighausen GbR
WWYUHRZR,IT33Y1103171678498562805901,HR,Hermighausen GbR,28612 Saarlouis,0,Hermighausen GbR
WWYUHRZR,IT33Y1103171678498562805901,HR,Hermighausen GbR S.C r l,Vinko-Jacobi Jäckel-Gasse Saarlouis SaarlouisGermany,0,Hermighausen GbR
YBDACUQD,FR3273212108495985376465512,CU,HEMA,Ninthestraat Diphoorn/Diphoorn  NL,0,HEMA
YBDACUQD,FR3273212108495985376465512,CU,HEMA,Ninthestraat  Diphoorn Diphoorn NL,0,HEMA
YBDACUQD,FR3273212108495985376465512,CU,",EMA",7156VVDiphoorn,0,HEMA
YBDACUQD,FR3273212108495985376465512,CU,HEMA,7156VVDiphoorn,0,HEMA
YBDACUQD,FR3273212108495985376465512,CU,H .MA,,0,HEMA
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar,,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar,,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar Ind.,Netherlands,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal.Molenaar,,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar Industries,,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal. Molenaar,,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar Inds,.. . .,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar,,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar,,0,Royal Molenaar
BSGASLNU,GB46ONSJ26468395185946,SL,Royal Molenaar,Rekken-Joëlweg Rekken,0,Royal Molenaar
ULRGJMQS,NL53RXTU4244589812,JM,Royo y Colomer S.L.N.E,,1,Royo y Colomer S.L.N.E
ULRGJMQS,NL53RXTU4244589812,JM,Inversiones RCV S.L.U.,,1,Inversiones RCV S.L.U.
ULRGJMQS,NL53RXTU4244589812,JM,Parejo y asociados S.Com.,,1,Parejo y asociados S.Com.
ULRGJMQS,NL53RXTU4244589812,JM,Parejo y asociados S.Com.,,1,Parejo y asociados S.Com.
ULRGJMQS,NL53RXTU4244589812,JM,Parejo y S.Com.,24367C. Rosalía Arjona 39 Puerta/La Coruña,1,Parejo y asociados S.Com.
ULRGJMQS,NL53RXTU4244589812,JM,"Parejo y,asociados S.Com.",,1,Parejo y asociados S.Com.
ULRGJMQS,NL53RXTU4244589812,JM,Parejo y S.Com.,,1,Parejo y asociados S.Com.
ULRGJMQS,NL53RXTU4244589812,JM,Parejo y asociados S.Com.,,1,Parejo y asociados S.Com.
ULRGJMQS,NL53RXTU4244589812,JM,Parejo y asociados S.Com.,,1,Parejo y asociados S.Com.
ULRGJMQS,NL53RXTU4244589812,JM,Parejo y asociados S.Com.,C. Rosalía Arjona 39 Puerta 1 -La Coruña  24367,1,Parejo y asociados S.Com.
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams and Randolph",,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams",,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams Inds RIndsolph",,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams Industries RIndustriesolph",,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams Ind. RInd.olph",,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams Inds RIndsolph",,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams  Inds. RInds.olph",New Traci US,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele,  Williams",,0,"Steele, Williams and Randolph"
SFHQGQKS,IT38V8910727956259631432747,GQ,"Steele, Williams Inds. RInds.olph",22965 Nw Traci,0,"Steele, Williams and Randolph"
EPTDMRBN,IT86E1317776342490904105862,MR,Ferreira Ltda.,Núcleo Gabriel Barros MG  Santana Do Cafezal MG/Brazil,1,Ferreira Ltda.
EPTDMRBN,IT86E1317776342490904105862,MR,Ferreira Ltd  S.A.S.,Santana Do Cafeal Brazil,1,Ferreira Ltda.
EPTDMRBN,IT86E1317776342490904105862,MR,Almeida Almeida - EI,,1,Almeida Almeida - EI
EPTDMRBN,IT86E1317776342490904105862,MR,Almeida Almeida    EI,,1,Almeida Almeida - EI
EPTDMRBN,IT86E1317776342490904105862,MR,Almeida Almeida.  EI .S.c.a.r.l.,,1,Almeida Almeida - EI
EPTDMRBN,IT86E1317776342490904105862,MR,"Almeida Almeida ,-EI S.C.A.R.L",45197335 Cardoso de Fernandes Vila Bandeirantes,1,Almeida Almeida - EI
EPTDMRBN,IT86E1317776342490904105862,MR,Almeida Almeida   EI SCARL,,1,Almeida Almeida - EI
WAJXIMXV,FR0665020160491129577346806,IM,Hardy Godard SA,09534  Allard,1,Hardy Godard SA
WAJXIMXV,FR0665020160491129577346806,IM,Rolland Bonnet SARL,,1,Rolland Bonnet SARL
JGQNLRAU,GB81NAKN82871154186632,LR,"Davies, Robertson and Edwards",LS0X 8HN Maryborough,1,"Davies, Robertson and Edwards"
JGQNLRAU,GB81NAKN82871154186632,LR,Horton PLC,,1,Horton PLC
TOYHINPT,IT84J9709708898480659353101,IN,Collins-Haynes,,0,Collins-Haynes
TOYHINPT,IT84J9709708898480659353101,IN,Collins .Haynes Group,Lake Karenborough United Kingdom,0,Collins-Haynes
TOYHINPT,IT84J9709708898480659353101,IN,Collins Haynes Group,,0,Collins-Haynes
TOYHINPT,IT84J9709708898480659353101,IN,Collins Haynes  Group,,0,Collins-Haynes
TOYHINPT,IT84J9709708898480659353101,IN,Collins Haynes,,0,Collins-Haynes
TOYHINPT,IT84J9709708898480659353101,IN,Collins Haynes Grp,,0,Collins-Haynes
TOYHINPT,IT84J9709708898480659353101,IN,Collins Haynes Grp.,,0,Collins-Haynes
CKHHFJSU,NL05RQJQ9951432416,FJ,Freitas,,1,Freitas
CKHHFJSU,NL05RQJQ9951432416,FJ,Freitas- Glob,Boa Esperança BR,1,Freitas
CKHHFJSU,NL05RQJQ9951432416,FJ,Freitas Global,,1,Freitas
CKHHFJSU,NL05RQJQ9951432416,FJ,Freitas,,1,Freitas
CKHHFJSU,NL05RQJQ9951432416,FJ,Freitas,,1,Freitas
CKHHFJSU,NL05RQJQ9951432416,FJ,Fogaça,,1,Fogaça
BOXKTLFK,FR2255235648573260199204377,TL,de Grunt & Adriaensdr,,1,de Grunt & Adriaensdr
BOXKTLFK,FR2255235648573260199204377,TL,de Grunt &,Schelluinen NL,1,de Grunt & Adriaensdr
BOXKTLFK,FR2255235648573260199204377,TL,de  Grunt & Adriaensdr,"Pepijnstraat,Schelluinen  Schelluinen NL",1,de Grunt & Adriaensdr
BOXKTLFK,FR2255235648573260199204377,TL,de Grunt & .Adriaensdr,,1,de Grunt & Adriaensdr
BOXKTLFK,FR2255235648573260199204377,TL,Royal Schrik,Sluis,1,Royal Schrik
BOXKTLFK,FR2255235648573260199204377,TL,Royal van Henegouwen,,1,Royal van Henegouwen
BOXKTLFK,FR2255235648573260199204377,TL,Royal.van Henegouwen,,1,Royal van Henegouwen
BOXKTLFK,FR2255235648573260199204377,TL,Royal van Henegouwen,,1,Royal van Henegouwen
BOXKTLFK,FR2255235648573260199204377,TL,Royal van Henegouwen,,1,Royal van Henegouwen
BOXKTLFK,FR2255235648573260199204377,TL,Royal-van  Henegouwen,,1,Royal van Henegouwen
BOXKTLFK,FR2255235648573260199204377,TL,Royal van Henegouwen,Kolhorn,1,Royal van Henegouwen
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa Group,# #,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa Gr. Glb,,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa  Group,Stretto Adriano Appartamento 0  Corte Palasio  LO IT,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa Grp  Glb,,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa Group Glob.,Italia,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa,26834-Corte Palasio,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,"Sraffa,Group",Corte Palasio IT,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa.Gp./Glb,Stetto Adriano 54 Appartamento 0 26834  Corte Palasio LO,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa-Group Glob.,,0,Sraffa Group
NNOZCGCK,GB82MRPN23773717684807,CG,Sraffa .,Stretto Adriano Appartamento 0 Corte Palasio Italia,0,Sraffa Group
TISUNZD2,DE76549507375089351948,NZ,Nelson LLC,,1,Nelson LLC
TISUNZD2,DE76549507375089351948,NZ,"Murphy, Fletcher and Skinner",62879Johnton,1,"Murphy, Fletcher and Skinner"
TISUNZD2,DE76549507375089351948,NZ,"Murphy, Fletcher Ind. Skinner","Elizabeth Ranch Suite 902,952 62879,Johnton (L)  US",1,"Murphy, Fletcher and Skinner"
TISUNZD2,DE76549507375089351948,NZ,"Perez, Davidson and Cruz",Marcus Mils 93496 74104 East RichardtonID US,1,"Perez, Davidson and Cruz"
TISUNZD2,DE76549507375089351948,NZ,"Perez, Davidson",74104 East Richardton,1,"Perez, Davidson and Cruz"
TISUNZD2,DE76549507375089351948,NZ,"Perez, Davidson-Ind.  Cruz",,1,"Perez, Davidson and Cruz"
TISUNZD2,DE76549507375089351948,NZ,"Perez,  Davidson Cruz",,1,"Perez, Davidson and Cruz"
TISUNZD2,DE76549507375089351948,NZ,"Perez, .Davidson Inds Cruz","Marcus Mills 93496 74104,East ichardton/United States",1,"Perez, Davidson and Cruz"
DKEFNPNB,DE45206914733673121674,NP,Banco Oliver S.L.N.E,Vial de Macaria Estevez 90 Apt.  06518  Castellón ES,0,Banco Oliver S.L.N.E
DKEFNPNB,DE45206914733673121674,NP,Banco Oliver S.L.N.E,Vial de Macaria Estevez 90 Apt.  06518-CastellónES,0,Banco Oliver S.L.N.E
DKEFNPNB,DE45206914733673121674,NP,Banco Oliver S.L.N.E,,0,Banco Oliver S.L.N.E
DKEFNPNB,DE45206914733673121674,NP,Banco Oliver S.L.N.E,,0,Banco Oliver S.L.N.E
DKEFNPNB,DE45206914733673121674,NP,Banco. Oliver S.L.N.E,,0,Banco Oliver S.L.N.E
DKEFNPNB,DE45206914733673121674,NP,Banco Oliver S.L.N.E,,0,Banco Oliver S.L.N.E
DKEFNPNB,DE45206914733673121674,NP,Banco Oliver S.L.N.E,,0,Banco Oliver S.L.N.E
IFVNKIAY,IT92J9804763487264329645096,KI,Filzi SPA,,1,Filzi SPA
IFVNKIAY,IT92J9804763487264329645096,KI,Filzi SPA,,1,Filzi SPA
IFVNKIAY,IT92J9804763487264329645096,KI,"Rubbia, Palombi e Berrè SPA","Stretto Alessia  Piano 9 Trigolo,CR) IT",1,"Rubbia, Palombi e Berrè SPA"
IFVNKIAY,IT92J9804763487264329645096,KI,Florio-Puccini e figli,,1,Florio-Puccini e figli
IFVNKIAY,IT92J9804763487264329645096,KI,Bocelli Group,,1,Bocelli Group
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent Ltd,81759 Garrettmuth,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent Ltd Co.,,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent Ltd Co,United States,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent LTD Company,,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent LTd. Company,,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent,"Paige Bridge Suite 027 7937 81759 Garrettmouth(C),US",0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent Ltd -,Garrettmouth US,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent Ltd Company,,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent - Ltd  Co,,0,Kent Ltd
OWMEAQXI,GB36KUBE89235568541750,AQ,Kent Ltd Comp.,,0,Kent Ltd
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V.,,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. Pvt.,,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. Pvt.,,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. Pvt.,,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. Pvt. LTD,,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. Pvt.,,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. Pvt.,Weißweg Sest  Soest DE,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. Pvt.,Soest Wißweg Soest,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V.  Pvt. L.t.d.,,0,Stroh e.V.
COOPMGHF,NL28IWLH4545529754,MG,Stroh e.V. .Pvt.,,0,Stroh e.V.
BORTSCTS,FR0216180873544500826143616,SC,Teva Pharmaceuticals,,1,Teva Pharmaceuticals
BORTSCTS,FR0216180873544500826143616,SC,Jurrijens BV,,1,Jurrijens BV
BORTSCTS,FR0216180873544500826143616,SC,Jurrijens  BV SNC,,1,Jurrijens BV
BORTSCTS,FR0216180873544500826143616,SC,Sligro,,1,Sligro
BORTSCTS,FR0216180873544500826143616,SC,Sligro S.A.P.A.,"Jaysonbaan 388,2620 DX Matsloot",1,Sligro
BORTSCTS,FR0216180873544500826143616,SC,Sligro,,1,Sligro
BORTSCTS,FR0216180873544500826143616,SC,Sligro S.a.p.a,,1,Sligro
BORTSCTS,FR0216180873544500826143616,SC,Sligro,,1,Sligro
BORTSCTS,FR0216180873544500826143616,SC,Sligro S.a.p.a.,Matsloot,1,Sligro
BORTSCTS,FR0216180873544500826143616,SC,Sligro,Jaysonbaan Matsloot/Matsloot-Netherlands,1,Sligro
BORTSCTS,FR0216180873544500826143616,SC,Sligro SAPA,Matsloot Jaysonbaan Matsoot,1,Sligro
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke Jorrisen,Catharinapad  Nijkerk  Nijkerk/Netherlands,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke-Jorrisen Grp,,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,"Koninklijke Jorrisen,Grp.",Nijker NL,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke Jorrisen Gp.,,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke Jorrisen,Nijkerk,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke Jorrisen- Gp.,&  &&,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke-Jorrisen,,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke Jorrisen-Grp,Catharinapad-Nijkerk  Nijkerk/Netherlands,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke/Jorrisen Gr.,Nijkerk Netherlands,0,Koninklijke Jorrisen
MUDYBDBM,GB35DWUI64891077978629,BD,Koninklijke Jorrisen,,0,Koninklijke Jorrisen
JFWMROVE,IT52M6993928141198438939046,RO,Barrett-Connor,,0,Barrett-Connor
JFWMROVE,IT52M6993928141198438939046,RO,Barrett Connor Co,,0,Barrett-Connor
ANFQAWKI,FR7555111712558161669854166,AW,Wähner Kaul AG,,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner.Kaul AG,,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner. Kaul AG,,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner  Kaul - AG,---,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner. Kaul AG,,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner .Kaul  AG,,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner Kaul,"Blümelweg,Demmin  Demmin,DE",0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner Kaul AG,,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner Kaul,91553 Demmin,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner Kaul AG,Blümelwe Demmin-Demmin  Germany,0,Wähner Kaul AG
ANFQAWKI,FR7555111712558161669854166,AW,Wähner-  Kaul,Demmin Germany,0,Wähner Kaul AG
NHKKMELB,IT76J0832458438160989239200,ME,Collin,Devaux,0,Collin
NHKKMELB,IT76J0832458438160989239200,ME,Collin,Devaux,0,Collin
YVZASBDU,FR7776764001955258234387764,SB,Charles S.A.R.L.,avenue de Tanguy  247 Guichard/Guichard FR,0,Charles S.A.R.L.
YVZASBDU,FR7776764001955258234387764,SB,Charles.  S.A.R.L.,avenue de Tanguy  247 Guichard/Guichard FR,0,Charles S.A.R.L.
YVZASBDU,FR7776764001955258234387764,SB,Charles S.C.A.R.L. SRL,,0,Charles S.A.R.L.
YVZASBDU,FR7776764001955258234387764,SB,Charles S.A.R.L. S.R.L.,"247 Guichard,avenue de Tanguy Guichard",0,Charles S.A.R.L.
YVZASBDU,FR7776764001955258234387764,SB,Charles,avenue de Tanguy247 Guichard Guichard France,0,Charles S.A.R.L.
YVZASBDU,FR7776764001955258234387764,SB,Charles S.A.R.L. S.r.l.,,0,Charles S.A.R.L.
YVZASBDU,FR7776764001955258234387764,SB,Charles S.C.A.R.L. SRL,,0,Charles S.A.R.L.
LCJMNAMJ,IT50P9214610517975349574026,NA,Gérard Bouvet SA,,0,Gérard Bouvet SA
LCJMNAMJ,IT50P9214610517975349574026,NA,Gérard  Bouvet SA,,0,Gérard Bouvet SA
LCJMNAMJ,IT50P9214610517975349574026,NA,Gérard Bouvet Società per Azioni,,0,Gérard Bouvet SA
VFUVLVYG,GB74SYME32177965064940,LV,Agostinelli Group,"Strada Gino Groppallo,Italia",1,Agostinelli Group
VFUVLVYG,GB74SYME32177965064940,LV,Pacelli-Luna s.r.l.,,1,Pacelli-Luna s.r.l.
ZVVBTHFQ,GB40GJWV47407527734627,TH,Forster Ltd,OConnor field  South Harrietchester/United Kingdom,1,Forster Ltd
ZVVBTHFQ,GB40GJWV47407527734627,TH,Fowler Inc,,1,Fowler Inc
ZVVBTHFQ,GB40GJWV47407527734627,TH,Marsh Group,69/Burke passage-West Rosieton,1,Marsh Group
ZVVBTHFQ,GB40GJWV47407527734627,TH,Marsh Group -,,1,Marsh Group
ZVVBTHFQ,GB40GJWV47407527734627,TH,"Roberts, Metcalfe and Craig",,1,"Roberts, Metcalfe and Craig"
ZVVBTHFQ,GB40GJWV47407527734627,TH,"Roberts, Metcalfe Ind.",Leightown GB,1,"Roberts, Metcalfe and Craig"
MVLISOJT,GB62PHRV19487161848063,SO,Tirie & Massa,,0,Tirie & Massa
MVLISOJT,GB62PHRV19487161848063,SO,Tirie & Massa,Midlaren NL,0,Tirie & Massa
MVLISOJT,GB62PHRV19487161848063,SO,Tirie & Massa,,0,Tirie & Massa
MVLISOJT,GB62PHRV19487161848063,SO,Tirie & Massa,Aidenhof  Midlaren  Midlaren/Netherlands,0,Tirie & Massa
MVLISOJT,GB62PHRV19487161848063,SO,Tirie &-Massa,,0,Tirie & Massa
OIBMBESO,IT56J3357776999112896165283,BE,Ortmann Hänel GmbH,,0,Ortmann Hänel GmbH
OIBMBESO,IT56J3357776999112896165283,BE,Ortmann Hänel GmbH,,0,Ortmann Hänel GmbH
OIBMBESO,IT56J3357776999112896165283,BE,Ortmann Hänel GmbH,,0,Ortmann Hänel GmbH
OIBMBESO,IT56J3357776999112896165283,BE,Ortmann Hänel  GmbH,,0,Ortmann Hänel GmbH
UZIWKNBD,FR5756759464891614202155074,KN,Mans Drewes Stiftung & Co. KG,Osterode am Harz Germany,0,Mans Drewes Stiftung & Co. KG
