BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Sols,Geldern,0,Hornich
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Sons,Geldern DE,0,Hornich
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Solns.,,0,Hornich
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Sons,,0,Hornich
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Sons,Geldern  Bela-Schmiedecke-Ring Geldern,0,Hornich
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Sons,,0,Hornich
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Sns.,,0,Hornich
EBWYGRAB,GB62GDHJ21147456451277,GR,Hornich Sols,,0,Hornich
HMKALTWO,GB46ZHDW79799309197616,LT,Logística HPK S.L.N.E,,1,Logística HPK S.L.N.E
HMKALTWO,GB46ZHDW79799309197616,LT,Logística HPK,,1,Logística HPK S.L.N.E
HMKALTWO,GB46ZHDW79799309197616,LT,Logística HPK S.L.N.E,,1,Logística HPK S.L.N.E
HMKALTWO,GB46ZHDW79799309197616,LT,Logística HPK S.L.N.E,,1,Logística HPK S.L.N.E
HMKALTWO,GB46ZHDW79799309197616,LT,Teodosio Boada Salinas S.A.,46886Avenida de Jonatan AlemanyValladolid,1,Teodosio Boada Salinas S.A.
HMKALTWO,GB46ZHDW79799309197616,LT,Teodosio Boada Salinas,,1,Teodosio Boada Salinas S.A.
HMKALTWO,GB46ZHDW79799309197616,LT,Teodosio Boada Salinas SpA,Avenida de Jonatan Alemany/56 Valladolid 46886,1,Teodosio Boada Salinas S.A.
HMKALTWO,GB46ZHDW79799309197616,LT,Teodosio Boada Salinas SAS,Avenida de Jonatan Alemany56  Valladolid 46886,1,Teodosio Boada Salinas S.A.
HMKALTWO,GB46ZHDW79799309197616,LT,Teodosio - Boada .Salinas S.a.s.,Valladolid,1,Teodosio Boada Salinas S.A.
HMKALTWO,GB46ZHDW79799309197616,LT,Teodosio  Boada Salinas S.p.A.,,1,Teodosio Boada Salinas S.A.
HMKALTWO,GB46ZHDW79799309197616,LT,Teodosio Boada Salinas SAS,,1,Teodosio Boada Salinas S.A.
VWGSHUHM,GB21HCDO09406045956104,HU,Rodrigues S/A,,0,Rodrigues S/A
VWGSHUHM,GB21HCDO09406045956104,HU,Rodrigues S/A,,0,Rodrigues S/A
VWGSHUHM,GB21HCDO09406045956104,HU,Rodrigues. Sp.A. SAS,Brazil,0,Rodrigues S/A
VWGSHUHM,GB21HCDO09406045956104,HU,Rodrigues S/A - S.a.s,Pilar BR,0,Rodrigues S/A
VWGSHUHM,GB21HCDO09406045956104,HU,Rodrigues S/A S.a.s.,22763-061 Costela  Pilar,0,Rodrigues S/A
ZHCOPECI,DE92596887257457597870,PE,Inmobiliaria Polo y asociados S.Coop.,,1,Inmobiliaria Polo y asociados S.Coop.
ZHCOPECI,DE92596887257457597870,PE,Inmobiliaria Polo y asociados S.Coop.,Cuesta de Cleto Simó 55 Apt. 77 -Ávila/14740,1,Inmobiliaria Polo y asociados S.Coop.
ZHCOPECI,DE92596887257457597870,PE,Inmobiliaria Polo y asociados S.Coop.,,1,Inmobiliaria Polo y asociados S.Coop.
ZHCOPECI,DE92596887257457597870,PE,Inmobiliaria Polo y asociados S.Coop.,,1,Inmobiliaria Polo y asociados S.Coop.
ZHCOPECI,DE92596887257457597870,PE,Comercializadora Riera & Asociados S.Com.,15159 Via Luis Gelabert 91 Puerta/Sevilla,1,Comercializadora Riera & Asociados S.Com.
ZHCOPECI,DE92596887257457597870,PE,Quintana y asociados S.A.,,1,Quintana y asociados S.A.
ZHCOPECI,DE92596887257457597870,PE,Quintana y asociados SA,,1,Quintana y asociados S.A.
VPCOUMFN,FR5582009473758225200520680,UM,Cavalcante Ltda.,,1,Cavalcante Ltda.
VPCOUMFN,FR5582009473758225200520680,UM,Cavalcante-,"Vereda de Dias,PE Santa Inês (PE) BR",1,Cavalcante Ltda.
VPCOUMFN,FR5582009473758225200520680,UM,Cavalcante L.t.d.,,1,Cavalcante Ltda.
VPCOUMFN,FR5582009473758225200520680,UM,Cavalcante,Brazil,1,Cavalcante Ltda.
JFQHCCTV,FR6099498391375482736371363,CC,van Waas & Claesner,,0,van Waas & Claesner
JFQHCCTV,FR6099498391375482736371363,CC,van Waas & Claesner,,0,van Waas & Claesner
JFQHCCTV,FR6099498391375482736371363,CC,van Waas & Claesner,,0,van Waas & Claesner
JFQHCCTV,FR6099498391375482736371363,CC,van Waas & Claesner,,0,van Waas & Claesner
JFQHCCTV,FR6099498391375482736371363,CC,van Waas Claesner,,0,van Waas & Claesner
JFQHCCTV,FR6099498391375482736371363,CC,van Waas & Claesner,,0,van Waas & Claesner
LDOIJONS,DE97214427033472444876,JO,Fox-Watts,Brownburgh,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox Watts Pvt LTD,,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox Watts/Pvt,Brownburgh United States,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox Watts Pvt Ltd,,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox.Watts  Pvt Ltd,,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox Watts Pvt LTT,,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,"Fox Watts,Pvt",Brownburgh US,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox Watts Pvt,"Schaefer Estates Apt. 253,252 31227 Brownburgh-IL/US",1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox Watts Pvt/Ltd.,,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox  - Watts Pvt,,1,Fox-Watts
LDOIJONS,DE97214427033472444876,JO,Fox  Watts Pvt,,1,Fox-Watts
DCRSFOKS,GB60OSTG52165092740588,FO,da Cunha Lopes - ME,Aeroporto Yago Vieira/RJ  Conjunto Paulo Vi RJ-Brazil,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,S.A. Cunha Lopes   ME Corp,Conjunto Paulo Vi Brazil,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,S.a Cunha Lopes   ME Corp,,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,da Cunha Lopes   ME,,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,"S.A. Cunha,Lopes   .ME Corp",,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,da Cunha Lopes   ME,Brazl,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,"S.a. Cunha,Lopes  /ME - Corp",,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,S.a. Cunha Lopes - . ME Corp,,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,Cunha Lopes/  ME Corp,,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,S.a Cunha Lopes   ME Corp,,1,da Cunha Lopes - ME
DCRSFOKS,GB60OSTG52165092740588,FO,Cunha Lopes   ME Corp,,1,da Cunha Lopes - ME
QHVJUYEE,FR2778129177144861872648141,UY,"Robinson, Hayward and Fisher",East raeme,1,"Robinson, Hayward and Fisher"
QHVJUYEE,FR2778129177144861872648141,UY,Parker and Sons,,1,Parker and Sons
QHVJUYEE,FR2778129177144861872648141,UY,Parker,LL8 5AT/Ne Molly,1,Parker and Sons
QHVJUYEE,FR2778129177144861872648141,UY,Parker Ind. .Sons,,1,Parker and Sons
QHVJUYEE,FR2778129177144861872648141,UY,"Hayes, Shaw and Evans",effrey creek Alexandraville United Kingdom,1,"Hayes, Shaw and Evans"
QHVJUYEE,FR2778129177144861872648141,UY,Russell-Mason,"Cheryl manor,Brucehaven/United Kingdom",1,Russell-Mason
VXVKCOUE,ES5054358450987335581723,CO,Rice Group,/ ///,0,Rice Group
VXVKCOUE,ES5054358450987335581723,CO,Rice Grp.,Hiltonport United Kingdom,0,Rice Group
FVXFMGLX,GB35NQBV24549088053390,MG,Pinto,,0,Pinto
FVXFMGLX,GB35NQBV24549088053390,MG,Pinto S.a.,,0,Pinto
KCEHSVDF,GB30MVIA92601001779050,SV,Michel,"Saint AntoineVille-boulevard De Sousa,Saint AntoineVille",0,Michel
KCEHSVDF,GB30MVIA92601001779050,SV,Michel Pvt.  LTd.,,0,Michel
KCEHSVDF,GB30MVIA92601001779050,SV,Michel Pvt.,,0,Michel
KCEHSVDF,GB30MVIA92601001779050,SV,Michel Pvt.,,0,Michel
IPIHEHDV,GB54ECUD96889366579238,EH,Caldeira,,1,Caldeira
IPIHEHDV,GB54ECUD96889366579238,EH,Caldeira,Brazil,1,Caldeira
IPIHEHDV,GB54ECUD96889366579238,EH,Alves Câmara S/A,,1,Alves Câmara S/A
IPIHEHDV,GB54ECUD96889366579238,EH,Alves Câmara S.a.,Conjunto Cassiano PA Colégio Batista/(P)  BR,1,Alves Câmara S/A
IPIHEHDV,GB54ECUD96889366579238,EH,Alves Câmara SA,Brazil,1,Alves Câmara S/A
IPIHEHDV,GB54ECUD96889366579238,EH,Cavalcanti Ltda.,,1,Cavalcanti Ltda.
IPIHEHDV,GB54ECUD96889366579238,EH,Cavalcanti Ltd ,,1,Cavalcanti Ltda.
LHSNAWWS,FR4716867935954282175159410,AW,Alves,Brazil,0,Alves
LHSNAWWS,FR4716867935954282175159410,AW,Alves,,0,Alves
LHSNAWWS,FR4716867935954282175159410,AW,Alves Corporation,,0,Alves
LHSNAWWS,FR4716867935954282175159410,AW,Alves Corporation,,0,Alves
FRDFCXKR,FR8111201584762460258445240,CX,Torre y asociados S.A.,Huelva,1,Torre y asociados S.A.
FRDFCXKR,FR8111201584762460258445240,CX,Hermanos Cano S.L.N.E,Spain,1,Hermanos Cano S.L.N.E
FRDFCXKR,FR8111201584762460258445240,CX,Hermanos Cano S.L.N.E,**,1,Hermanos Cano S.L.N.E
FRDFCXKR,FR8111201584762460258445240,CX,Hermanos Cano S.L.N.E,,1,Hermanos Cano S.L.N.E
FRDFCXKR,FR8111201584762460258445240,CX,Hermanos Cano S.L.N.E,,1,Hermanos Cano S.L.N.E
FRDFCXKR,FR8111201584762460258445240,CX,Hermanos Cano S.L.N.E,Baleares ES,1,Hermanos Cano S.L.N.E
FRDFCXKR,FR8111201584762460258445240,CX,Hermanos Cano S.L.N.E,,1,Hermanos Cano S.L.N.E
FRDFCXKR,FR8111201584762460258445240,CX,Hermanos Cano S.L.N.E,44439/Baleares,1,Hermanos Cano S.L.N.E
QIPIITTY,GB48TGOC26957613054859,IT,Royo y Alberto S.L.,,1,Royo y Alberto S.L.
QIPIITTY,GB48TGOC26957613054859,IT,Royo y Alberto S.C,,1,Royo y Alberto S.L.
QIPIITTY,GB48TGOC26957613054859,IT,Royo y Alberto,Cuestade Arcelia Perez 5 Puerta 10846  izcaya Spain,1,Royo y Alberto S.L.
QIPIITTY,GB48TGOC26957613054859,IT,Royo y Alberto SA,Vizcaya,1,Royo y Alberto S.L.
QIPIITTY,GB48TGOC26957613054859,IT,Royo  y Alberto S.U.,,1,Royo y Alberto S.L.
QIPIITTY,GB48TGOC26957613054859,IT,Arroyo y asociados S.A.,"46611 Cuesta Victor Manuel Bastida 89 Apt.,Salamanca",1,Arroyo y asociados S.A.
QIPIITTY,GB48TGOC26957613054859,IT,Arroyo y asociados,,1,Arroyo y asociados S.A.
QIPIITTY,GB48TGOC26957613054859,IT,Arroyo y asociados,"46611,alamanca",1,Arroyo y asociados S.A.
QIPIITTY,GB48TGOC26957613054859,IT,Arroyo y asociados,46611 Salamanca,1,Arroyo y asociados S.A.
QIPIITTY,GB48TGOC26957613054859,IT,Arroyo y,,1,Arroyo y asociados S.A.
QIPIITTY,GB48TGOC26957613054859,IT,Arroyo y asociados SPA,,1,Arroyo y asociados S.A.
BOJFFJLM,IT02U7504123944891518327240,FJ,Nogueira,,1,Nogueira
BOJFFJLM,IT02U7504123944891518327240,FJ,Ferreira,Estação da Rosa PB-Rio Branco Brazil,1,Ferreira
BCXXTKGT,FR6868995741851610854496334,TK,"Hughes, Johnson and Jackson",Lesleyberg GB,1,"Hughes, Johnson and Jackson"
BCXXTKGT,FR6868995741851610854496334,TK,"Hughes,  Johnson",,1,"Hughes, Johnson and Jackson"
BCXXTKGT,FR6868995741851610854496334,TK,"Hughes,  Johnson Jackson",,1,"Hughes, Johnson and Jackson"
BCXXTKGT,FR6868995741851610854496334,TK,"Hughes, Johnson Industries Jackson",S6W 5RZ-Lesleyberg,1,"Hughes, Johnson and Jackson"
BCXXTKGT,FR6868995741851610854496334,TK,"Hughes, Johnson",Lesleyberg GB,1,"Hughes, Johnson and Jackson"
BCXXTKGT,FR6868995741851610854496334,TK,"Ahmed, White and Green",,1,"Ahmed, White and Green"
BCXXTKGT,FR6868995741851610854496334,TK,"Ahmed, White Inds.",Fisherside GB,1,"Ahmed, White and Green"
BCXXTKGT,FR6868995741851610854496334,TK,"Ahmed, White Ind. Green",Cartwright walks FishersideUnited Kingdom,1,"Ahmed, White and Green"
BCXXTKGT,FR6868995741851610854496334,TK,Buckley-Lawrence,,1,Buckley-Lawrence
BCXXTKGT,FR6868995741851610854496334,TK,Porter-Boyle,Jenkinsmouth GB,1,Porter-Boyle
VEXXLBMS,NL20GBVA8584053325,LB,Verdier S.A.R.L.,,1,Verdier S.A.R.L.
VEXXLBMS,NL20GBVA8584053325,LB,Verdier .,,1,Verdier S.A.R.L.
VEXXLBMS,NL20GBVA8584053325,LB,Verdier S.C.A.R.L .S.a.s,Le Goff FR,1,Verdier S.A.R.L.
VEXXLBMS,NL20GBVA8584053325,LB,Lemoine Roux SARL,26915/CareBourg,1,Lemoine Roux SARL
YJXSVCNB,DE44656271175652045461,VC,Edwards Ltd,,0,Edwards Ltd
YJXSVCNB,DE44656271175652045461,VC,Edwards Ltd SNC,Brownfor,0,Edwards Ltd
YJXSVCNB,DE44656271175652045461,VC,Edwards Ltd,Brownfort GB,0,Edwards Ltd
YJXSVCNB,DE44656271175652045461,VC,Edwards,,0,Edwards Ltd
YJXSVCNB,DE44656271175652045461,VC,Edwards Ltd,,0,Edwards Ltd
YJXSVCNB,DE44656271175652045461,VC,Edwards,,0,Edwards Ltd
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson-Lowe,Marieville,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson/Lowe S.c.a.r.l,Marievill GB,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe S.C.A.R.L.,,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe SCARL,,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe SCARL,CH89 7SD Marieville,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe,Marieville United Kingdom,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe SCARL,Marieville United Kingdom,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe S.C.A.R.L,,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe SCARL,8  Khan shoresMarievilleCH89 7SD,0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,"Richardson Lowe,","CH89 7SD,Marieville",0,Richardson-Lowe
EGAHGLJE,GB56PEEG68181090105056,GL,Richardson Lowe,CH89 7SDMarieville,0,Richardson-Lowe
JGJZMWSV,NL49JTJZ5340152303,MW,"Marino, Finzi e Bembo s.r.l.",Masera,0,"Marino, Finzi e Bembo s.r.l."
JGJZMWSV,NL49JTJZ5340152303,MW,"Marino, Finzi e S.R.L.",,0,"Marino, Finzi e Bembo s.r.l."
KTHPDKUU,FR1393412834657822427633529,DK,Ali and Sons,,1,Ali and Sons
KTHPDKUU,FR1393412834657822427633529,DK,Ali,Fieldberg United Kingdom,1,Ali and Sons
KTHPDKUU,FR1393412834657822427633529,DK,Gordon-Hall,,1,Gordon-Hall
KTHPDKUU,FR1393412834657822427633529,DK,Jones-Bibi,,1,Jones-Bibi
KTHPDKUU,FR1393412834657822427633529,DK,Jones. Bibi,Davies landStewartchesterUnited Kingdom,1,Jones-Bibi
KTHPDKUU,FR1393412834657822427633529,DK,Jones Bibi,Davies land-Stewartchester GB,1,Jones-Bibi
KTHPDKUU,FR1393412834657822427633529,DK,Gallagher-Green,,1,Gallagher-Green
KTHPDKUU,FR1393412834657822427633529,DK,Gallagher Green,,1,Gallagher-Green
ABLXHRVX,IT32Y2184070394151435971147,HR,Vollbrecht Schwital GmbH & Co. OHG,,1,Vollbrecht Schwital GmbH & Co. OHG
ABLXHRVX,IT32Y2184070394151435971147,HR,Butte Paffrath KGaA,,1,Butte Paffrath KGaA
ABLXHRVX,IT32Y2184070394151435971147,HR,Loos AG,Pasewalk  Roberto-Roskoth-Straße  Pasewalk,1,Loos AG
ABLXHRVX,IT32Y2184070394151435971147,HR,Wirth AG,Sigmaringen DE,1,Wirth AG
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,"ZiegertplatzHildeshim,Hildesheim  Germany",0,Karz GbR
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,,0,Karz GbR
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,,0,Karz GbR
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,Hildesheim DE,0,Karz GbR
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,,0,Karz GbR
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,,0,Karz GbR
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,,0,Karz GbR
BFUIKYWA,ES6883328048590253546140,KY,Karz GbR,,0,Karz GbR
CNKSVUJR,IT10C5530896195902018125397,VU,Geisler,Pasewalk  Felizitas-Noack-Ring Pasewalk,1,Geisler
CNKSVUJR,IT10C5530896195902018125397,VU,Mangold Beier GmbH & Co. KG,Grimma DE,1,Mangold Beier GmbH & Co. KG
CNKSVUJR,IT10C5530896195902018125397,VU,Mangold Beier GmbH & Company KG,Liesbeth-Niemeier-Ring GrimmaGrimma  DE,1,Mangold Beier GmbH & Co. KG
CNKSVUJR,IT10C5530896195902018125397,VU,Mangold Beier GmbH & KG,,1,Mangold Beier GmbH & Co. KG
CNKSVUJR,IT10C5530896195902018125397,VU,Mangold Beier GmbH &,GrimmaLiesbeh-Niemeier-Ring Grimma,1,Mangold Beier GmbH & Co. KG
CNKSVUJR,IT10C5530896195902018125397,VU,Mangold Beier GmbH & Co. KG,,1,Mangold Beier GmbH & Co. KG
CNKSVUJR,IT10C5530896195902018125397,VU,"Mangold Beier GmbH &,Co. KG",Liesbeth-Niemeier-Ring 19861562-Grimma,1,Mangold Beier GmbH & Co. KG
CNKSVUJR,IT10C5530896195902018125397,VU,Sölzer Stoll AG,Aumannring/Wolgast-Wolgast  DE,1,Sölzer Stoll AG
CNKSVUJR,IT10C5530896195902018125397,VU,Bachmann Steinberg AG & Co. KGaA,,1,Bachmann Steinberg AG & Co. KGaA
OHYKKEIO,GB48BLGH72833408005792,KE,Nunes S.A.,,1,Nunes S.A.
OHYKKEIO,GB48BLGH72833408005792,KE,Silveira,Brazil,1,Silveira
OHYKKEIO,GB48BLGH72833408005792,KE,Silveira,,1,Silveira
OHYKKEIO,GB48BLGH72833408005792,KE,Barros,Brazil,1,Barros
OHYKKEIO,GB48BLGH72833408005792,KE,Barros Brothers,Viela RiosMAColégio Batista (MA) Brazil,1,Barros
OHYKKEIO,GB48BLGH72833408005792,KE,Barros Brothers,,1,Barros
OHYKKEIO,GB48BLGH72833408005792,KE,Barros-Brothers,,1,Barros
OHYKKEIO,GB48BLGH72833408005792,KE,Barros Br.,Brazil,1,Barros
OHYKKEIO,GB48BLGH72833408005792,KE,Barros- Br.,Viela Rios  MAColégio BatistaBrazil,1,Barros
OHYKKEIO,GB48BLGH72833408005792,KE,Barros Brothers,Brazil,1,Barros
OHYKKEIO,GB48BLGH72833408005792,KE,Barros Brothers,"Viela Rios MA Colégio Batista,Brazil",1,Barros
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel Stiftung & Co. KGaA,,1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel Stiftung &,,1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel Stiftung &,"Schmiedeckestr.Hohenstein-Ernstthal,Hohenstein-Ernstthal  Germay",1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel - Stiftung & KGaA,,1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl  Scheel & Company KGaA,Hohenstein-Ernstthal Schmiedeckestr. Hhenstein-Ernstthal,1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel Stiftung &,,1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel Stiftung & Co.,Hohenstein-Ernstthal DE,1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel Stiftung- Co. KGaA,,1,Scholl Scheel Stiftung & Co. KGaA
NMJTESLC,GB81YFLY20119027083170,ES,Scholl Scheel Stiftung,,1,Scholl Scheel Stiftung & Co. KGaA
RAPCAFIT,GB80GLTT14933796030069,AF,"Clark, Chambers and King",Lindseyfurt United Kingdom,1,"Clark, Chambers and King"
RAPCAFIT,GB80GLTT14933796030069,AF,"Clark, Chambers",,1,"Clark, Chambers and King"
RAPCAFIT,GB80GLTT14933796030069,AF,"Clark, Chambers Inds. King",,1,"Clark, Chambers and King"
RAPCAFIT,GB80GLTT14933796030069,AF,Brown Group,,1,Brown Group
RAPCAFIT,GB80GLTT14933796030069,AF,Brown  Gr.,Dunnfurt GB,1,Brown Group
OAZJCLKO,GB03OOJP36062240823996,CL,Gotthard GmbH,,0,Gotthard GmbH
OAZJCLKO,GB03OOJP36062240823996,CL,"Gotthard GmbH,SAS",Germany,0,Gotthard GmbH
BTAAYEYQ,GB32SAKI57205133454860,YE,"Reyes, Hernandez and Ryan",Hill Plains 031 48215  Peterberg  United States,1,"Reyes, Hernandez and Ryan"
BTAAYEYQ,GB32SAKI57205133454860,YE,Hancock Group,,1,Hancock Group
KUVKGAPO,GB70NSAZ91404185247624,GA,"Boyer, Macdonald and Mcdonald",,0,"Boyer, Macdonald and Mcdonald"
KUVKGAPO,GB70NSAZ91404185247624,GA,"Boyer,/Macdonald Inds Mcdonald",,0,"Boyer, Macdonald and Mcdonald"
KUVKGAPO,GB70NSAZ91404185247624,GA,"Boyer,. Macdonald",,0,"Boyer, Macdonald and Mcdonald"
KUVKGAPO,GB70NSAZ91404185247624,GA,"Boyer,  Macdonald","Elizabeth Lake 973 53856 West Sara,NY/United States",0,"Boyer, Macdonald and Mcdonald"
KUVKGAPO,GB70NSAZ91404185247624,GA,"Boyer,,Macdonald Industries Mcdonald",,0,"Boyer, Macdonald and Mcdonald"
