BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
KTBLCHBM,GB80UVIV45874214530291,CH,Schäfer,,0,Schäfer
KTBLCHBM,GB80UVIV45874214530291,CH,Schäfer SA,,0,Schäfer
KTBLCHBM,GB80UVIV45874214530291,CH,Schäfer- S.a.,,0,Schäfer
KTBLCHBM,GB80UVIV45874214530291,CH,Schäfer,,0,Schäfer
LZCTCVWS,FR9633801940589414616507284,CV,Harris LLC,,1,Harris LLC
LZCTCVWS,FR9633801940589414616507284,CV,"Perez, Stevens and Ward",,1,"Perez, Stevens and Ward"
EDCFRUCJ,ES7576735118131444401314,RU,Mendes,,1,Mendes
EDCFRUCJ,ES7576735118131444401314,RU,Mendes,,1,Mendes
EDCFRUCJ,ES7576735118131444401314,RU,Mendes,,1,Mendes
EDCFRUCJ,ES7576735118131444401314,RU,Silveira,,1,Silveira
EDCFRUCJ,ES7576735118131444401314,RU,Azevedo,26459-818 Vieira de da Paz  Mangueiras,1,Azevedo
EDCFRUCJ,ES7576735118131444401314,RU,da Rocha Santos - ME,Primeiro De Maio Brazil,1,da Rocha Santos - ME
EDCFRUCJ,ES7576735118131444401314,RU,S.A Rocha Santos   ME S.N.C,,1,da Rocha Santos - ME
UYOTKRGR,GB11EUQA98261765530902,KR,Eimer,Ziegertgasse MünchenMünchen  Germany,0,Eimer
UYOTKRGR,GB11EUQA98261765530902,KR,Eimer,,0,Eimer
UYOTKRGR,GB11EUQA98261765530902,KR,Eimer  Ind,,0,Eimer
TDSESDLK,ES8228277544001239652278,SD,da Mota,,1,da Mota
TDSESDLK,ES8228277544001239652278,SD,Costela,"Praia de Lopes,SC  Paulo Vi,Brazil",1,Costela
YLATVUTG,IT28L9810779247875338972905,VU,Harris-Evans,Stevenson mountain North Albert-GB,0,Harris-Evans
YLATVUTG,IT28L9810779247875338972905,VU,Harris Evans,Stevenson mountain North Albert GB,0,Harris-Evans
HPPGUMUX,GB07DJMS51191057486005,UM,"Thompson, Owen and Burns",,0,"Thompson, Owen and Burns"
HPPGUMUX,GB07DJMS51191057486005,UM,"Thompson, Owen Burns",,0,"Thompson, Owen and Burns"
HPPGUMUX,GB07DJMS51191057486005,UM,"Thompson, Owen",,0,"Thompson, Owen and Burns"
HPPGUMUX,GB07DJMS51191057486005,UM,"Thompson, Owen Inds Burns",,0,"Thompson, Owen and Burns"
HPPGUMUX,GB07DJMS51191057486005,UM,"Thompson, Owen,",,0,"Thompson, Owen and Burns"
HPPGUMUX,GB07DJMS51191057486005,UM,"Thompson, Owen Inds. Burns",,0,"Thompson, Owen and Burns"
HPPGUMUX,GB07DJMS51191057486005,UM,"Thompson, Owen Inds Burns",,0,"Thompson, Owen and Burns"
BCIYBOJI,IT43J2276279752612543861272,BO,Despacho Molins & Asociados S.A.T.,,0,Despacho Molins & Asociados S.A.T.
BCIYBOJI,IT43J2276279752612543861272,BO,Despacho Molins & Asociados,#  ##,0,Despacho Molins & Asociados S.A.T.
JINOMCVR,FR6722445010006878620549189,MC,"Golgi, Greco e Civaschi Group",,1,"Golgi, Greco e Civaschi Group"
JINOMCVR,FR6722445010006878620549189,MC,"Golgi, Greco e Civaschi Grp.",,1,"Golgi, Greco e Civaschi Group"
JINOMCVR,FR6722445010006878620549189,MC,"Golgi, Greco e Civaschi Grp.",,1,"Golgi, Greco e Civaschi Group"
JINOMCVR,FR6722445010006878620549189,MC,"Golgi, Greco e Civaschi Grp",Incrocio Guarneri 34  80049 Somma Vesuviana/NA,1,"Golgi, Greco e Civaschi Group"
JINOMCVR,FR6722445010006878620549189,MC,"Golgi, Greco Civaschi/",Italia,1,"Golgi, Greco e Civaschi Group"
JINOMCVR,FR6722445010006878620549189,MC,Moretti-Fattori Group,,1,Moretti-Fattori Group
WJMBSIAM,GB60AYMD55974855905357,SI,Schuylenborch BV,Den Oever,0,Schuylenborch BV
WJMBSIAM,GB60AYMD55974855905357,SI,Schuylenborch BV,,0,Schuylenborch BV
WJMBSIAM,GB60AYMD55974855905357,SI,Schuylenborch BV,,0,Schuylenborch BV
WJMBSIAM,GB60AYMD55974855905357,SI,Schuylenborch BV,,0,Schuylenborch BV
HVRVTFAC,NL33COTO2091940228,TF,Charrier,,1,Charrier
HVRVTFAC,NL33COTO2091940228,TF,Cha-rier,,1,Charrier
HVRVTFAC,NL33COTO2091940228,TF,Charrier,,1,Charrier
HVRVTFAC,NL33COTO2091940228,TF,Charrier,,1,Charrier
HVRVTFAC,NL33COTO2091940228,TF,Charrie. ,,1,Charrier
HVRVTFAC,NL33COTO2091940228,TF,Charrier,,1,Charrier
HVRVTFAC,NL33COTO2091940228,TF,Charr - er,X,1,Charrier
HVRVTFAC,NL33COTO2091940228,TF,Leroy S.A.S.,,1,Leroy S.A.S.
HVRVTFAC,NL33COTO2091940228,TF,Marin,,1,Marin
HVRVTFAC,NL33COTO2091940228,TF,Baron Andre S.A.,"chemin William Clerc99 Rivière  Rivière,France",1,Baron Andre S.A.
HZRBAIUJ,DE39493895318802646087,AI,Martin Group,,0,Martin Group
HZRBAIUJ,DE39493895318802646087,AI,Martin  Grp.,Walker parkway 58  North Deborahview-United Kingdom,0,Martin Group
HZRBAIUJ,DE39493895318802646087,AI,Martin Gr.,,0,Martin Group
HZRBAIUJ,DE39493895318802646087,AI,Martin Grp.,North Deborahview,0,Martin Group
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,Bjornring  651  4505 RM Vlissingen,0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,"Bjornring Vlissingen  Vlissingen,Netherlands",0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,,0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,,0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,,0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,,0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,,0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,,0,Rockwell Automation Nederland
EOMNCORM,NL81MXTR9803467996,CO,Rockwell Automation Nederland,,0,Rockwell Automation Nederland
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd and Mcgrath",,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd Inds.",,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd  Industries Mcgrath",,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd Mcgrath",,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd",,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd  Inds Mcgrath",Sherry Isle Suite 096 34805 49668  Lake Brian (FM) US,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd Inds. Mcgrath",49668-Lake Brian,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,"Collins, Byrd",United States,1,"Collins, Byrd and Mcgrath"
VBFDATJW,NL70YZIQ8227336768,AT,Kerr Ltd,,1,Kerr Ltd
KXAPBYLQ,NL18AHFQ8883325785,BY,Reed-Lamb,,0,Reed-Lamb
KXAPBYLQ,NL18AHFQ8883325785,BY,Reed Lamb,,0,Reed-Lamb
KXAPBYLQ,NL18AHFQ8883325785,BY,"Reed,Lamb",,0,Reed-Lamb
KXAPBYLQ,NL18AHFQ8883325785,BY,Reed Lamb,,0,Reed-Lamb
KXAPBYLQ,NL18AHFQ8883325785,BY,Reed  Lamb,,0,Reed-Lamb
ZIBJCCFW,DE73461327940797132636,CC,de Kok BV,Havelte,0,de Kok BV
ZIBJCCFW,DE73461327940797132636,CC,de Kok BV,,0,de Kok BV
YZSWMTJM,DE73913042450773011934,MT,Daniel SARL,,0,Daniel SARL
YZSWMTJM,DE73913042450773011934,MT,Daniel,,0,Daniel SARL
YZSWMTJM,DE73913042450773011934,MT,Daniel S r l Comp.,13 Vidal/chemin de Laurent  Vidal,0,Daniel SARL
YZSWMTJM,DE73913042450773011934,MT,Daniel-SARL,,0,Daniel SARL
YZSWMTJM,DE73913042450773011934,MT,Daniel,,0,Daniel SARL
YZSWMTJM,DE73913042450773011934,MT,Daniel SARL,,0,Daniel SARL
YZSWMTJM,DE73913042450773011934,MT,Daniel SARL Co,,0,Daniel SARL
TOYCZALF,GB34RFYD37077118131746,ZA,Alves Ltda.,Barroca BR,1,Alves Ltda.
TOYCZALF,GB34RFYD37077118131746,ZA,Alves,Brazi,1,Alves Ltda.
TOYCZALF,GB34RFYD37077118131746,ZA,Souza Cardoso - ME,,1,Souza Cardoso - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Souza Cardoso   ME Co.,,1,Souza Cardoso - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Souza Cardoso   ME Company,,1,Souza Cardoso - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Souza Cardoso   ME Comp.,Vale de Campos RS  Bonsucesso  (RS)  Brazil,1,Souza Cardoso - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Souza Cardoso   ME,,1,Souza Cardoso - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Souza Cardoso . ME,,1,Souza Cardoso - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Novaes Martins - ME,,1,Novaes Martins - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Novaes Martins - ME,,1,Novaes Martins - ME
TOYCZALF,GB34RFYD37077118131746,ZA,Novaes Martins  -  ME,"Largo Lucca Gonçalves 43 Rio Branco,09169476 Moraes AP",1,Novaes Martins - ME
XHSGPYUI,ES5613414503923711119710,PY,Weerdenburg NV,Anoukhof  Niebert NiebertNetherlands,1,Weerdenburg NV
XHSGPYUI,ES5613414503923711119710,PY,Rensa Group,,1,Rensa Group
XHSGPYUI,ES5613414503923711119710,PY,Alpaidis BV,Lucassteeg 3/1137LX/Oudeschans,1,Alpaidis BV
XHSGPYUI,ES5613414503923711119710,PY,Alpaidis BV,. .  .,1,Alpaidis BV
XHSGPYUI,ES5613414503923711119710,PY,Alpaidis BV,Oudeschans,1,Alpaidis BV
XHSGPYUI,ES5613414503923711119710,PY,Alpaidis BV,,1,Alpaidis BV
XHSGPYUI,ES5613414503923711119710,PY,Alpaidis  BV,,1,Alpaidis BV
XHSGPYUI,ES5613414503923711119710,PY,Alpaidis BV,,1,Alpaidis BV
XHSGPYUI,ES5613414503923711119710,PY,Alpaidis BV,Oudeschans Netherlands,1,Alpaidis BV
XHSGPYUI,ES5613414503923711119710,PY,Samskip,,1,Samskip
XHSGPYUI,ES5613414503923711119710,PY,Samskip,### #,1,Samskip
VPTBSCLL,DE55989296320427335723,SC,Skinner-Johnson,ME0 3PL-South Francis,0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner Johnson Ltd.,,0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner/Johnson Ltd,"Martin curve 6 South Francis,GB",0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner Johnson Ltée,,0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner Johnson,6  Martin curve South Francis,0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner Johnson,6 Martin curve  South Francis ME0 3PL,0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner Johnson LTD,,0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner Johnson Ltée,**,0,Skinner-Johnson
VPTBSCLL,DE55989296320427335723,SC,Skinner Johnson Ltée,,0,Skinner-Johnson
FSBNECEJ,NL50NEFU3741610834,EC,Laporte,,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte - Ptnrs,8 Sainte Simone  chemin Constance Lejeune-Sainte Simone,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte.Ptnrs.,France,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte Partners,chemin Constance Lejeune/8 Sainte Simone/Sainte Smone/FR,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte Ptnrs,&  & &,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte- Partners,,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte.Pts.,,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte Partners,,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte Ptnrs,,0,Laporte
FSBNECEJ,NL50NEFU3741610834,EC,Laporte  Ptnrs.,8/chemin Constance Lejeune 81999 Sainte Simone,0,Laporte
EFYTSEOJ,GB04AXAF91806081605982,SE,Schüler,,1,Schüler
EFYTSEOJ,GB04AXAF91806081605982,SE,Scholl Hoffmann AG & Co. OHG,"25072,Main-Höchst",1,Scholl Hoffmann AG & Co. OHG
EFYTSEOJ,GB04AXAF91806081605982,SE,Scholl Hoffmann AG &,,1,Scholl Hoffmann AG & Co. OHG
EFYTSEOJ,GB04AXAF91806081605982,SE,Klingelhöfer,Fulda DE,1,Klingelhöfer
ZQCIGPRY,FR6533049784180406179552619,GP,Evans Group,,1,Evans Group
ZQCIGPRY,FR6533049784180406179552619,GP,Evans Group,Chapmanmouth,1,Evans Group
ZQCIGPRY,FR6533049784180406179552619,GP,Evans Gr. Inc.,"259 Foster corners,Chapmanmouth",1,Evans Group
ZQCIGPRY,FR6533049784180406179552619,GP,Taylor LLC,Watson springs 63 Morganton-GB,1,Taylor LLC
ZQCIGPRY,FR6533049784180406179552619,GP,Taylor Public Limited  Company,,1,Taylor LLC
ZQCIGPRY,FR6533049784180406179552619,GP,Taylor,,1,Taylor LLC
AYUESLSV,IT43J1272711664203756978663,SL,Pires Sales S/A,,1,Pires Sales S/A
AYUESLSV,IT43J1272711664203756978663,SL,Silva,,1,Silva
AYUESLSV,IT43J1272711664203756978663,SL,Barbosa Ltda.,Praia Lorena Gomes  22 São Lucas  03934962 Rezende/SE,1,Barbosa Ltda.
AYUESLSV,IT43J1272711664203756978663,SL,Freitas Novaes - EI,Conjunto Taquaril Brazil,1,Freitas Novaes - EI
AYUESLSV,IT43J1272711664203756978663,SL,"Freitas Novaes,, EI",SC  Ladeira Sophia MouraConjunto Taquaril,1,Freitas Novaes - EI
AYUESLSV,IT43J1272711664203756978663,SL,Freitas- Novaes   EI,,1,Freitas Novaes - EI
AYUESLSV,IT43J1272711664203756978663,SL,Freitas Novaes   EI,Conjunto Taquaril Brazil,1,Freitas Novaes - EI
AYUESLSV,IT43J1272711664203756978663,SL,Freitas - Novaes   EI,,1,Freitas Novaes - EI
AYUESLSV,IT43J1272711664203756978663,SL,Freitas .Novaes   .EI,,1,Freitas Novaes - EI
AYUESLSV,IT43J1272711664203756978663,SL,Freitas Novaes   EI,,1,Freitas Novaes - EI
SOIOVNCM,ES9209502785228393102146,VN,Oliveira Teixeira Ltda.,,0,Oliveira Teixeira Ltda.
SOIOVNCM,ES9209502785228393102146,VN,Oliveira Teixeira Limited,,0,Oliveira Teixeira Ltda.
SOIOVNCM,ES9209502785228393102146,VN,Oliveira Teixeira,São Bento Brazil,0,Oliveira Teixeira Ltda.
AZQGBQDQ,GB66WRJV87521411366591,BQ,Hermanos Peñalver S.Com.,Bugos,0,Hermanos Peñalver S.Com.
AZQGBQDQ,GB66WRJV87521411366591,BQ,Hermanos Peñalver S.Com.,,0,Hermanos Peñalver S.Com.
AZQGBQDQ,GB66WRJV87521411366591,BQ,Hermanos Peñalver S.Com.,,0,Hermanos Peñalver S.Com.
MWDSIETA,IT48W1919987401630845664981,IE,Flynth Adviseurs en Accountants,,0,Flynth Adviseurs en Accountants
MWDSIETA,IT48W1919987401630845664981,IE,Flynth Adviseurs en Accountants,Zege,0,Flynth Adviseurs en Accountants
MWDSIETA,IT48W1919987401630845664981,IE,Flynth Adviseurs en Accountants,,0,Flynth Adviseurs en Accountants
MWDSIETA,IT48W1919987401630845664981,IE,Flynth Adviseurs en,,0,Flynth Adviseurs en Accountants
MWDSIETA,IT48W1919987401630845664981,IE,Flynth Adviseurs en Accountants,,0,Flynth Adviseurs en Accountants
GPAQMMDT,GB76ZUVU13304084914179,MM,Deutsche Bank,Sterreweg/Budel-Dorplin  Budel-DorpleinNetherlands,1,Deutsche Bank
GPAQMMDT,GB76ZUVU13304084914179,MM,Deutsche Bank,Sterreweg-Budel-Dorplein Budel-Dorplein Netherlands,1,Deutsche Bank
GPAQMMDT,GB76ZUVU13304084914179,MM,Stichting Kolen,Jaylinnboulevard 978013 EQ Deventer,1,Stichting Kolen
GPAQMMDT,GB76ZUVU13304084914179,MM,Stichting Kolen,8013 EQ  Deventer,1,Stichting Kolen
GPAQMMDT,GB76ZUVU13304084914179,MM,Stichting Kolen,Jaylinnboulevard-978013 EQ-Deventer,1,Stichting Kolen
GPAQMMDT,GB76ZUVU13304084914179,MM,Kleijse NV,,1,Kleijse NV
GPAQMMDT,GB76ZUVU13304084914179,MM,Kleijse NV,,1,Kleijse NV
UGDEIRMI,GB94LFDS83761759833514,IR,Bazin S.A.S.,Fournier-sur-Guibert France,1,Bazin S.A.S.
UGDEIRMI,GB94LFDS83761759833514,IR,Hamel,,1,Hamel
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett and Anderson",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett Anderson",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett Anderson",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett Inds. Anderson",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett Anderson",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett Ind. Anderson",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett Ind. Anderson","Storey ports,Rikyland",0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green,  Bennett",Storey ports Rickyland  United Kingdom,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green, Bennett -",,0,"Green, Bennett and Anderson"
NGGNBBCL,ES2503324226187840538608,BB,"Green,-Bennett",,0,"Green, Bennett and Anderson"
WDYOHMUU,ES7381421049047603076287,HM,Bates-Brown,Roberts crossing  West Sophiemouth,1,Bates-Brown
WDYOHMUU,ES7381421049047603076287,HM,Russell-Day,,1,Russell-Day
WDYOHMUU,ES7381421049047603076287,HM,Clarke-Bennett,,1,Clarke-Bennett
WDYOHMUU,ES7381421049047603076287,HM,Evans Ltd,,1,Evans Ltd
